19.4260032, -99.1862786
19.4346038, -99.13188099999999
19.4363712, -99.1397023
19.4343297, -99.1413247
19.433958, -99.1462631
19.4353495, -99.13836459999999
19.2656032, -99.1253409
19.4285278, -99.15708079999999
19.4369334, -99.14343400000001
19.3576107, -99.15932459999999
19.3551806, -99.1624636
19.4292369, -99.1321387
19.4228316, -99.1797258
19.3550024, -99.14879499999999
19.4332126, -99.13039769999999
19.3146858, -99.18540109999999
19.4352, -99.1412
19.3114346, -99.1805749
19.3231754, -99.1439285
19.4379488, -99.1330325
19.4406926, -99.2047001
19.3752985, -99.1867425
19.6139084, -98.94735569999999
19.4260403, -99.1372238
19.2885927, -99.16743029999999
19.409833, -99.20151899999999
19.436341, -99.1308634
19.4502641, -99.1578017
19.4153442, -99.1445236
19.4332695, -99.1361618
19.4354995, -99.14118529999999
19.3453961, -99.1899237
19.4116523, -99.1947372
19.3494444, -99.1902778
19.4363673, -99.1294145
19.4294462, -99.1572271
19.42572, -99.181716
19.4360279, -99.14693349999999
19.4380689, -99.1520429
19.4404568, -99.20359330000001
19.4334736, -99.1611887
19.4311935, -99.163468
19.4362372, -99.1299945
19.5469044, -99.03670129999999
19.4202297, -99.15907620000002
19.3577118, -99.0875015
19.433891, -99.14054399999999
19.5968081, -99.0519692
19.441993, -99.1567171
19.5019399, -99.2116346
19.4190404, -99.1629921
19.4276917, -99.1346883
19.1925056, -99.02178889999999
19.348631, -99.17707
19.4519111, -99.13131849999999
19.4190145, -99.1834349
19.5631838, -99.248143
19.4370531, -99.1427154
19.613865, -98.947688
19.3481804, -99.0914754
19.413262, -99.18703599999999
19.4303069, -99.19247949999999
19.4210233, -99.1559418
19.411377, -99.18760499999999
19.4453626, -99.1788344
19.4276202, -99.1975442
19.371228, -99.182334
19.3557992, -99.16672799999999
19.416628, -99.16006
19.418647, -99.161943
19.4119833, -99.17119459999999
19.418845, -99.159166
19.4231295, -99.15991819999999
19.4304842, -99.2017032
19.4169736, -99.171982
19.4086389, -99.17067779999999
19.415567, -99.183673
19.4093708, -99.17856309999999
19.4329512, -99.16193919999999
19.4050636, -99.241074
19.420764, -99.211207
19.4386784, -99.1616748
