Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1027.2	1027.2	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	567.5	567.5	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	1390.6	1390.6	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	507.8	507.8	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	991.0	991.0	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	430.2	430.2	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	1891.9	1891.9	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	616.7	616.7	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	550.6	550.6	4.7
10	Museo Franz Mayer	19.4369334, -99.14343400000001	461.0	461.0	4.6
11	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1861.4	1861.4	4.5
12	Metro Museum	19.3752985, -99.1867425	1688.7	1688.7	4.4
13	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	912.3	912.3	4.5
14	University Museum Contemporary Art	19.3146858, -99.18540109999999	2675.4	2675.4	4.7
15	Museo Nacional del Virreinato	19.7132656, -99.2217286	3427.1	3427.1	4.7
16	Palacio de Bellas Artes	19.4352, -99.1412	606.1	606.1	4.8
17	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2255.4	2255.4	4.1
18	National Museum of Interventions	19.3550024, -99.14879499999999	1924.9	1924.9	4.6
19	Museo de la Charreria	19.4260403, -99.1372238	850.1	850.1	4.3
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	949.6	949.6	4.7
21	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2637.9	2637.9	4.7
22	Museo Dolores Olmedo	19.2656032, -99.1253409	3180.5	3180.5	4.7
23	Universum	19.3114346, -99.1805749	2773.1	2773.1	4.6
24	Museo Anahuacalli	19.3231754, -99.1439285	2231.6	2231.6	4.7
25	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	645.4	645.4	4.6
26	Former College of San Ildefonso	19.436341, -99.1308634	734.8	734.8	4.7
27	Museo de Historia Natural	19.409833, -99.20151899999999	1620.8	1620.8	4.7
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	720.7	720.7	4.6
29	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	895.1	895.1	4.2
30	Estanquillo Museum	19.4332695, -99.1361618	755.4	755.4	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	611.8	611.8	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	2278.0	2278.0	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	1259.0	1259.0	4.5
34	UNAM Museo de las Constituciones	19.4363673, -99.1294145	818.9	818.9	4.5
35	Arte Carrillo Gil Museum	19.3494444, -99.1902778	2090.6	2090.6	4.5
36	Museo del Chocolate	19.4294462, -99.1572271	614.0	614.0	4.5
37	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	908.9	908.9	4.4
38	The National Museum of San Carlos	19.4380689, -99.1520429	357.5	357.5	4.6
39	Museo Jumex	19.4404568, -99.20359330000001	1296.5	1296.5	4.6
40	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	523.8	523.8	4.5
41	Soumaya Museum	19.4406926, -99.2047001	1474.8	1474.8	4.7
42	Museo Experimental el Eco	19.4334736, -99.1611887	559.2	559.2	4.2
43	Museo Casa de Carranza	19.4311935, -99.163468	583.5	583.5	4.6
44	Museum of light	19.4362372, -99.1299945	831.4	831.4	4.5
45	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2410.4	2410.4	4.4
46	MODO Museo del Objeto	19.4202297, -99.15907620000002	785.8	785.8	4.5
47	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2399.4	2399.4	4.4
48	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	688.4	688.4	4.7
49	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	2129.3	2129.3	4.6
50	Museo Universitario del Chopo	19.441993, -99.1567171	299.7	299.7	4.5
51	Regional Art Museum	19.5019399, -99.2116346	1729.6	1729.6	4.5
52	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	893.6	893.6	4.2
53	House Museum of Memory Indómita	19.4276917, -99.1346883	822.8	822.8	4.5
54	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	5645.8	5645.8	4.1
55	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	2172.3	2172.3	4.6
56	MI Indian Museum	19.4519111, -99.13131849999999	528.0	528.0	4.5
57	Museo del Caracol	19.4190145, -99.1834349	941.6	941.6	4.6
58	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2771.1	2771.1	4.2
59	Museo Nacional de la Estampa	19.4370531, -99.1427154	356.1	356.1	4.5
60	Museum Tepexpan	19.613865, -98.947688	2256.1	2256.1	4.1
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	1105.6	1105.6	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	1209.0	1209.0	4.3
63	kurimanzutto	19.411377, -99.18760499999999	1246.7	1246.7	4.5
64	PROYECTOSMONCLOVA	19.4210233, -99.1559418	722.2	722.2	4.5
65	Galeria Ethra	19.4453626, -99.1788344	826.5	826.5	4.1
66	Málaga gallery. Contemporary art	19.371228, -99.182334	1861.3	1861.3	4.7
67	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	1373.3	1373.3	4.6
68	Arte Hoy Galería	19.3557992, -99.16672799999999	1869.0	1869.0	3.6
69	Galería Aguafuerte	19.416628, -99.16006	783.0	783.0	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	772.8	772.8	4.5
71	House of Gaga	19.4119833, -99.17119459999999	1037.5	1037.5	4.4
72	Galería Casa Lamm	19.418845, -99.159166	700.6	700.6	4.6
73	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	702.9	702.9	4.7
74	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	1390.5	1390.5	4.3
75	Proyecto H Contemporáneo	19.4169736, -99.171982	1072.8	1072.8	5.0
76	PARQUE Galería	19.415567, -99.183673	1029.6	1029.6	4.2
