Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1669.9	1669.9	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	3128.1	3128.1	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	2590.3	2590.3	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	2490.1	2490.1	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1813.6	1813.6	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	2243.7	2243.7	4.7
7	Soumaya Museum	19.4406926, -99.2047001	1833.1	1833.1	4.7
8	Frida Kahlo Museum	19.3551806, -99.1624636	1651.6	1651.6	4.5
9	Museo de Cera	19.4285278, -99.15708079999999	1985.1	1985.1	4.6
10	Memory and Tolerance Museum	19.4343297, -99.1413247	2364.1	2364.1	4.7
11	Palacio de Bellas Artes	19.4352, -99.1412	2405.4	2405.4	4.8
12	Museum of light	19.4362372, -99.1299945	2832.2	2832.2	4.5
13	Museo Dolores Olmedo	19.2656032, -99.1253409	2667.5	2667.5	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	2429.8	2429.8	4.6
15	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1614.0	1614.0	4.5
16	Metro Museum	19.3752985, -99.1867425	1341.7	1341.7	4.4
17	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	2242.0	2242.0	4.5
18	University Museum Contemporary Art	19.3146858, -99.18540109999999	2315.8	2315.8	4.7
19	Museum of Man Tepexpan	19.6139084, -98.94735569999999	4013.9	4013.9	4.1
20	National Museum of Interventions	19.3550024, -99.14879499999999	1808.7	1808.7	4.6
21	Museo de la Charreria	19.4260403, -99.1372238	2201.5	2201.5	4.3
22	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2838.3	2838.3	4.7
23	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2514.9	2514.9	4.7
24	Universum	19.3114346, -99.1805749	2465.1	2465.1	4.6
25	Museo Anahuacalli	19.3231754, -99.1439285	2386.7	2386.7	4.7
26	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2563.3	2563.3	4.6
27	Museo de Historia Natural	19.409833, -99.20151899999999	1172.3	1172.3	4.7
28	Former College of San Ildefonso	19.436341, -99.1308634	2861.1	2861.1	4.7
29	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	2234.7	2234.7	4.6
30	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	2188.4	2188.4	4.2
31	Estanquillo Museum	19.4332695, -99.1361618	2419.7	2419.7	4.6
32	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	2411.1	2411.1	4.8
33	Museum of El Carmen	19.3453961, -99.1899237	1832.4	1832.4	4.7
34	Papalote Museo del Niño	19.4116523, -99.1947372	1298.4	1298.4	4.5
35	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1645.0	1645.0	4.5
36	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2819.7	2819.7	4.5
37	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1743.0	1743.0	4.4
38	Museo del Chocolate	19.4294462, -99.1572271	2030.2	2030.2	4.5
39	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	2492.6	2492.6	4.5
40	The National Museum of San Carlos	19.4380689, -99.1520429	2204.7	2204.7	4.6
41	National Museum of Popular Culture	19.3497158, -99.1610225	1855.3	1855.3	4.5
42	Museo Jumex	19.4404568, -99.20359330000001	1743.5	1743.5	4.6
43	Museo Casa de Carranza	19.4311935, -99.163468	1941.7	1941.7	4.6
44	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3920.1	3920.1	4.4
45	MODO Museo del Objeto	19.4202297, -99.15907620000002	1987.1	1987.1	4.5
46	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2587.8	2587.8	4.4
47	Museo Experimental el Eco	19.4334736, -99.1611887	1994.1	1994.1	4.2
48	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	2373.7	2373.7	4.7
49	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	3887.8	3887.8	4.6
50	Museo Universitario del Chopo	19.441993, -99.1567171	2228.0	2228.0	4.5
51	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1906.4	1906.4	4.2
52	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	5301.2	5301.2	4.1
53	Regional Art Museum	19.5019399, -99.2116346	2482.7	2482.7	4.5
54	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1825.3	1825.3	4.6
55	House Museum of Memory Indómita	19.4276917, -99.1346883	2185.1	2185.1	4.5
56	Museo del Caracol	19.4190145, -99.1834349	1555.3	1555.3	4.6
57	MI Indian Museum	19.4519111, -99.13131849999999	2690.2	2690.2	4.5
58	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	3170.5	3170.5	4.2
59	Museo Nacional de la Estampa	19.4370531, -99.1427154	2324.9	2324.9	4.5
60	New Fire Museum	19.3481804, -99.0914754	3311.7	3311.7	4.4
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	1380.2	1380.2	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	1651.7	1651.7	4.3
63	kurimanzutto	19.411377, -99.18760499999999	1439.1	1439.1	4.5
64	PROYECTOSMONCLOVA	19.4210233, -99.1559418	1966.1	1966.1	4.5
65	Galeria Ethra	19.4453626, -99.1788344	2119.7	2119.7	4.1
66	Málaga gallery. Contemporary art	19.371228, -99.182334	1514.3	1514.3	4.7
67	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	1816.0	1816.0	4.6
68	Arte Hoy Galería	19.3557992, -99.16672799999999	1628.7	1628.7	3.6
69	Galería Aguafuerte	19.416628, -99.16006	1920.8	1920.8	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	1883.1	1883.1	4.5
71	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	1911.6	1911.6	4.7
72	House of Gaga	19.4119833, -99.17119459999999	1739.5	1739.5	4.4
73	Galería Casa Lamm	19.418845, -99.159166	2027.9	2027.9	4.6
74	Proyecto H Contemporáneo	19.4169736, -99.171982	1844.2	1844.2	5.0
75	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	1672.3	1672.3	4.3
76	PARQUE Galería	19.415567, -99.183673	1414.7	1414.7	4.2
77	ArtSpace Mexico	19.4086389, -99.17067779999999	1724.1	1724.1	4.5
78	AURA GALERIAS	19.420764, -99.211207	1254.2	1254.2	4.8
