Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	3726.6	3726.6	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	3775.6	3775.6	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	4283.0	4283.0	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	3723.4	3723.4	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	3870.3	3870.3	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	3775.1	3775.1	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	3766.7	3766.7	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	2976.3	2976.3	4.5
9	Memory and Tolerance Museum	19.4343297, -99.1413247	3895.5	3895.5	4.7
10	Museum of light	19.4362372, -99.1299945	3987.1	3987.1	4.5
11	Museo Dolores Olmedo	19.2656032, -99.1253409	2593.2	2593.2	4.7
12	Metro Museum	19.3752985, -99.1867425	3157.1	3157.1	4.4
13	University Museum Contemporary Art	19.3146858, -99.18540109999999	2479.3	2479.3	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	3713.4	3713.4	4.6
15	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	2945.8	2945.8	4.5
16	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	3396.9	3396.9	4.5
17	Museo de la Charreria	19.4260403, -99.1372238	3335.5	3335.5	4.3
18	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2059.9	2059.9	4.7
19	National Museum of Interventions	19.3550024, -99.14879499999999	2873.3	2873.3	4.6
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	3993.2	3993.2	4.7
21	Universum	19.3114346, -99.1805749	2628.6	2628.6	4.6
22	Museo Anahuacalli	19.3231754, -99.1439285	2565.6	2565.6	4.7
23	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	3718.2	3718.2	4.6
24	Museo de Historia Natural	19.409833, -99.20151899999999	3800.4	3800.4	4.7
25	Former College of San Ildefonso	19.436341, -99.1308634	3936.5	3936.5	4.7
26	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	3636.9	3636.9	4.8
27	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	3487.9	3487.9	4.2
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	4368.3	4368.3	4.6
29	Estanquillo Museum	19.4332695, -99.1361618	3574.6	3574.6	4.6
30	Museum of El Carmen	19.3453961, -99.1899237	2852.2	2852.2	4.7
31	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	3902.4	3902.4	4.5
32	Museo Experimental el Eco	19.4334736, -99.1611887	4003.1	4003.1	4.2
33	Papalote Museo del Niño	19.4116523, -99.1947372	3539.3	3539.3	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	3018.3	3018.3	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	3974.6	3974.6	4.5
36	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	3799.7	3799.7	4.4
37	Museo del Chocolate	19.4294462, -99.1572271	3771.4	3771.4	4.5
38	The National Museum of San Carlos	19.4380689, -99.1520429	3958.5	3958.5	4.6
39	Museo Jumex	19.4404568, -99.20359330000001	3808.9	3808.9	4.6
