Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	5676.4	5676.4	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	5241.0	5241.0	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	5669.7	5669.7	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	5140.8	5140.8	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	5540.6	5540.6	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	5166.8	5166.8	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	5145.5	5145.5	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	4974.2	4974.2	4.5
9	Memory and Tolerance Museum	19.4343297, -99.1413247	5287.2	5287.2	4.7
10	Museum of light	19.4362372, -99.1299945	4736.0	4736.0	4.5
11	Museo Dolores Olmedo	19.2656032, -99.1253409	3679.6	3679.6	4.7
12	Metro Museum	19.3752985, -99.1867425	5155.0	5155.0	4.4
13	University Museum Contemporary Art	19.3146858, -99.18540109999999	4735.3	4735.3	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	5092.2	5092.2	4.6
15	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	4943.7	4943.7	4.5
16	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	4783.6	4783.6	4.5
17	Museo de la Charreria	19.4260403, -99.1372238	4767.3	4767.3	4.3
18	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	4531.1	4531.1	4.7
19	National Museum of Interventions	19.3550024, -99.14879499999999	4941.7	4941.7	4.6
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	5059.6	5059.6	4.7
21	Universum	19.3114346, -99.1805749	4884.6	4884.6	4.6
22	Museo Anahuacalli	19.3231754, -99.1439285	4876.8	4876.8	4.7
23	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	4764.9	4764.9	4.6
24	Museo de Historia Natural	19.409833, -99.20151899999999	5569.6	5569.6	4.7
25	Former College of San Ildefonso	19.436341, -99.1308634	5220.4	5220.4	4.7
26	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	5015.7	5015.7	4.8
