Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1625.3	1625.3	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1382.8	1382.8	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	1890.2	1890.2	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1330.6	1330.6	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1769.0	1769.0	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1382.3	1382.3	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	1373.9	1373.9	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	583.5	583.5	4.5
9	Memory and Tolerance Museum	19.4343297, -99.1413247	1502.7	1502.7	4.7
10	Museum of light	19.4362372, -99.1299945	1594.3	1594.3	4.5
11	Museo Dolores Olmedo	19.2656032, -99.1253409	1917.3	1917.3	4.7
12	Metro Museum	19.3752985, -99.1867425	764.3	764.3	4.4
13	University Museum Contemporary Art	19.3146858, -99.18540109999999	1478.3	1478.3	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	1320.6	1320.6	4.6
15	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	553.0	553.0	4.5
16	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1004.1	1004.1	4.5
17	Museo de la Charreria	19.4260403, -99.1372238	942.7	942.7	4.3
18	Museum of Man Tepexpan	19.6139084, -98.94735569999999	3627.4	3627.4	4.1
19	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	1374.7	1374.7	4.7
20	National Museum of Interventions	19.3550024, -99.14879499999999	540.6	540.6	4.6
21	Soumaya Museum	19.4406926, -99.2047001	1888.9	1888.9	4.7
22	Palacio de Bellas Artes	19.4352, -99.1412	1238.4	1238.4	4.8
23	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1600.4	1600.4	4.7
24	Universum	19.3114346, -99.1805749	1509.9	1509.9	4.6
25	Museo Anahuacalli	19.3231754, -99.1439285	968.4	968.4	4.7
26	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1325.4	1325.4	4.6
27	Museo de Historia Natural	19.409833, -99.20151899999999	1699.1	1699.1	4.7
28	Former College of San Ildefonso	19.436341, -99.1308634	1543.7	1543.7	4.7
29	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1244.1	1244.1	4.8
30	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1975.5	1975.5	4.6
31	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1095.1	1095.1	4.2
32	Estanquillo Museum	19.4332695, -99.1361618	1181.8	1181.8	4.6
33	Museum of El Carmen	19.3453961, -99.1899237	1229.3	1229.3	4.7
34	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1509.6	1509.6	4.5
35	Museo Experimental el Eco	19.4334736, -99.1611887	1610.3	1610.3	4.2
36	Papalote Museo del Niño	19.4116523, -99.1947372	1529.7	1529.7	4.5
37	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1076.3	1076.3	4.5
38	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1581.8	1581.8	4.5
39	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1686.9	1686.9	4.4
40	Museo del Chocolate	19.4294462, -99.1572271	1378.6	1378.6	4.5
41	The National Museum of San Carlos	19.4380689, -99.1520429	1565.7	1565.7	4.6
42	Museo Jumex	19.4404568, -99.20359330000001	1799.3	1799.3	4.6
43	Museo Casa de Carranza	19.4311935, -99.163468	1574.0	1574.0	4.6
44	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2729.3	2729.3	4.4
45	MODO Museo del Objeto	19.4202297, -99.15907620000002	1397.6	1397.6	4.5
46	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	1092.7	1092.7	4.4
47	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1206.7	1206.7	4.7
48	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	3465.2	3465.2	4.6
49	Museo Universitario del Chopo	19.441993, -99.1567171	1732.1	1732.1	4.5
50	Regional Art Museum	19.5019399, -99.2116346	2438.1	2438.1	4.5
51	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1520.1	1520.1	4.2
52	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	4382.6	4382.6	4.1
53	House Museum of Memory Indómita	19.4276917, -99.1346883	947.2	947.2	4.5
54	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	900.5	900.5	4.6
55	MI Indian Museum	19.4519111, -99.13131849999999	1832.3	1832.3	4.5
56	Museo del Caracol	19.4190145, -99.1834349	1576.6	1576.6	4.6
57	Museum Tepexpan	19.613865, -98.947688	3626.7	3626.7	4.1
58	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	3123.0	3123.0	4.2
59	Museo Nacional de la Estampa	19.4370531, -99.1427154	1368.2	1368.2	4.5
60	New Fire Museum	19.3481804, -99.0914754	1816.6	1816.6	4.4
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	1566.3	1566.3	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	1607.1	1607.1	4.3
63	kurimanzutto	19.411377, -99.18760499999999	1502.2	1502.2	4.5
64	PROYECTOSMONCLOVA	19.4210233, -99.1559418	1337.1	1337.1	4.5
65	Galeria Ethra	19.4453626, -99.1788344	1853.8	1853.8	4.1
66	Málaga gallery. Contemporary art	19.371228, -99.182334	994.3	994.3	4.7
67	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	1789.4	1789.4	4.6
68	Arte Hoy Galería	19.3557992, -99.16672799999999	560.6	560.6	3.6
69	Galería Aguafuerte	19.416628, -99.16006	1350.1	1350.1	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	1341.3	1341.3	4.5
71	House of Gaga	19.4119833, -99.17119459999999	1570.7	1570.7	4.4
72	Galería Casa Lamm	19.418845, -99.159166	1269.1	1269.1	4.6
73	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	1314.7	1314.7	4.7
74	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	1611.0	1611.0	4.3
75	Proyecto H Contemporáneo	19.4169736, -99.171982	1707.8	1707.8	5.0
76	PARQUE Galería	19.415567, -99.183673	1664.6	1664.6	4.2
77	ArtSpace Mexico	19.4086389, -99.17067779999999	1482.0	1482.0	4.5
78	AURA GALERIAS	19.420764, -99.211207	1723.4	1723.4	4.8
79	DLonngi ART	19.4093708, -99.17856309999999	1467.1	1467.1	4.5
80	Galería Hilario Galguera	19.4386784, -99.1616748	1867.1	1867.1	4.3
81	Jardín del Arte	19.4329512, -99.16193919999999	1594.7	1594.7	4.3
82	Galería RGR	19.4134518, -99.1845664	1618.1	1618.1	4.6
83	Galeria Art Forum S.A.	19.4050636, -99.241074	2239.0	2239.0	0.0
84	Galería de arte de la SHCP	19.435146, -99.1334973	1346.0	1346.0	4.6
85	Galería Mascota	19.417819, -99.170711	1547.9	1547.9	4.6
86	Carré d'artistes®	19.4307426, -99.19688959999999	1694.7	1694.7	4.5
87	101 Art Galleries	19.3827442, -99.2684606	2591.2	2591.2	3.3
88	Mariana Garcia Arte Contemporaneo	19.4332681, -99.19330500000001	1694.1	1694.1	3.0
89	YAWÍ	19.4334666, -99.13429420000001	1174.7	1174.7	4.8
90	Traeger & Pinto Contemporary Art	19.41988, -99.160592	1383.8	1383.8	4.5
91	1 MES 1 ARTISTA	19.4333041, -99.1493874	1484.7	1484.7	0.0
92	White Cremnitz	19.4284585, -99.13922900000001	1065.3	1065.3	4.3
93	Centro Nacional de las Artes	19.3564533, -99.1407464	208.9	208.9	4.7
94	Museo Anahuacalli	19.3231754, -99.1439285	968.4	968.4	4.7
95	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	900.5	900.5	4.6
96	MI Indian Museum	19.4519111, -99.13131849999999	1832.3	1832.3	4.5
97	Galeria Malaga arte contemporáneo	19.3713135, -99.18216939999999	991.6	991.6	0.0
98	Bosque de Chapultepec	19.4194815, -99.18945579999999	1772.7	1772.7	4.6
99	Parque Tezozómoc	19.4998595, -99.210754	2460.7	2460.7	4.4
100	Parque Bicentenario	19.4686896, -99.1972629	2779.6	2779.6	4.7
101	La Mexicana Park	19.3574615, -99.27052119999999	2396.7	2396.7	4.7
102	Parque Hundido	19.3782922, -99.17874719999999	1026.4	1026.4	4.6
103	Cerro de la Estrella National Park	19.3439269, -99.0914995	5534.5	5534.5	4.4
104	Parque Ecológico EHECATL	19.5943439, -99.0545412	3564.5	3564.5	4.5
105	Alameda Central	19.4357353, -99.1439486	1405.4	1405.4	4.6
106	El Tepeyac National Park	19.5039634, -99.1078041	2751.7	2751.7	4.1
107	Parque Naucalli	19.4930556, -99.24083329999999	2083.0	2083.0	4.4
108	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	1280.5	1280.5	4.5
109	parque rosendo	19.3842214, -99.1872569	1103.6	1103.6	3.3
110	Parque Lincoln	19.4298155, -99.1992389	1617.7	1617.7	4.6
111	Ehécatl Ecological Park	19.58903, -99.048645	3295.9	3295.9	4.4
112	Tlalpan National Park	19.2961412, -99.1931443	1687.9	1687.9	4.6
113	Parque España	19.4153363, -99.1711504	1589.8	1589.8	4.5
114	PARQUE MASAYOSHI OHIRA	19.3524417, -99.14218609999999	192.3	192.3	4.3
115	Parque El Batán	19.3327776, -99.2060024	1559.1	1559.1	4.3
116	Azcatl Paqui	19.4728199, -99.20634319999999	2214.2	2214.2	4.0
117	Parque Lineal	19.4422863, -99.19160680000002	2207.7	2207.7	3.9
118	María Enriqueta Park	19.39945, -99.16717609999999	1215.1	1215.1	4.3
119	Iztaccíhuatl "José Mariano Muciño" Park	19.390052, -99.1350654	473.4	473.4	4.3
120	Arboledas Park	19.3779458, -99.16237129999999	918.8	918.8	4.5
121	Alfonso Esparza Oteo Park	19.3895948, -99.177103	1151.6	1151.6	4.5
122	Recreativo Familiar Caneguin Park	19.4549443, -99.20543839999999	1869.8	1869.8	4.3
123	Tlaltecahuacan Park	19.5837198, -98.8791858	4071.8	4071.8	4.3
124	Parque Xicoténcatl	19.3563455, -99.15073989999999	534.7	534.7	4.3
125	Parque Acacias	19.3641186, -99.17407709999999	560.1	560.1	4.4
126	parque pantitlan	19.4152253, -99.05840859999999	1517.3	1517.3	3.8
127	American Park	19.4340768, -99.1966547	1770.3	1770.3	4.5
128	Mariano Matamoros Park	19.3858723, -99.1303425	577.1	577.1	4.1
129	Huayamilpas Ecological Park	19.3242607, -99.1504593	1080.8	1080.8	4.0
130	Parque Hundido Bosque De Echegaray	19.49102, -99.2314205	1991.4	1991.4	4.4
131	Parque San Lorenzo	19.3760197, -99.1767507	1019.4	1019.4	4.5
132	Parque Patolli	19.3691968, -99.00818389999999	2123.0	2123.0	3.8
133	Parque Ecologico Tarango	19.3468874, -99.2513898	2025.0	2025.0	4.2
134	Parque Eco-Turistico Santa Maria Mazatla	19.4934502, -99.3927353	4258.6	4258.6	4.8
135	PUBLICO "PEDRO PLASCENCIA SALINAS" Park	19.4363133, -99.17536229999999	1696.4	1696.4	4.2
136	San Simón Ticumac Park	19.3747984, -99.1430946	647.7	647.7	4.1
137	Jesus Galindo y Villa Park	19.4128475, -99.09797669999999	925.5	925.5	4.4
138	Jardín del Arte (Parque Tlacoquemécatl)	19.3786085, -99.17170829999999	1105.8	1105.8	4.4
139	ACTEAL Park	19.4129173, -99.0681393	1364.1	1364.1	4.0
140	Cañitas Park	19.4534696, -99.17757569999999	2275.0	2275.0	4.1
141	Parque ecológico Presa Tarango	19.3606403, -99.2150303	1468.1	1468.1	4.1
142	Parque Pombo	19.3925015, -99.1834274	1148.1	1148.1	4.3
143	Cumbres del Ajusco National Park	19.1645013, -99.2922823	5115.9	5115.9	4.6
144	Parque Escuela Urbano Ecológico Iztacalco	19.3982073, -99.0607351	1552.8	1552.8	4.4
145	Parque San Luis Potosi	19.3480516, -99.18697949999999	1067.1	1067.1	4.3
146	Patoli Park	19.377046, -99.05976509999999	1616.5	1616.5	4.0
147	Niño Quemado Park	19.4375154, -99.08579549999999	1276.6	1276.6	4.0
148	PARQUE RECREATIVO MIRAVALLE	19.4092655, -99.0687284	1369.2	1369.2	3.9
149	Uno Park	19.3457255, -99.03482059999999	1783.3	1783.3	3.8
150	Pushkin Garden	19.4202716, -99.15464659999999	1214.9	1214.9	4.4
151	Parque Ecológico Las Aguilas	19.3525479, -99.2056059	1268.5	1268.5	4.4
152	Pascual Ortíz Rubio Public Park	19.3708583, -99.16879519999999	807.7	807.7	4.4
153	Parque Alerces	19.4045362, -99.24745940000001	2283.3	2283.3	4.4
154	Bombilla Park	19.346807, -99.18619540000002	1088.7	1088.7	4.6
155	Parque de las Montañas	19.347912, -99.12335829999999	711.3	711.3	4.3
156	Parque ecologico "LA LOMA"	19.3281493, -99.2426861	2245.1	2245.1	4.1
157	Gustavo A. Madero Park	19.4907245, -99.1181194	2462.3	2462.3	3.9
158	Six Flags México	19.2956057, -99.21056519999999	2110.3	2110.3	4.5
159	La Feria Chapultepec Mágico	19.4146944, -99.19622749999999	1575.2	1575.2	4.3
160	¡Kataplum!	19.3139539, -99.0758048	2037.9	2037.9	4.3
161	Perimagico	19.6025482, -99.1916849	3108.3	3108.3	4.1
162	Theme Park "Mini Worlds"	19.5640617, -99.205506	3050.8	3050.8	4.4
163	Granja las Américas	19.4359004, -99.225202	2863.3	2863.3	4.4
164	ZONA EXTREMA PARQUE INTERLOMAS	19.395293, -99.28846	3050.8	3050.8	4.4
165	Rancho Mágico	19.1914891, -99.1701533	2358.5	2358.5	4.5
166	KidZania Cuicuilco	19.2981286, -99.18070019999999	1761.5	1761.5	4.5
167	Imagic Park	19.3978499, -99.2833847	2788.3	2788.3	4.3
168	Zoológico de Chapultepec	19.4232085, -99.1895256	1713.6	1713.6	4.1
169	Zoo San Juan De Aragon	19.4611421, -99.0811449	1717.9	1717.9	4.1
170	Zoológico Los Coyotes	19.319074, -99.1217271	992.0	992.0	4.4
171	Parque Del Pueblo Zoologico	19.3939725, -99.00573419999999	2329.3	2329.3	4.2
172	Acuario Inbursa	19.4399011, -99.2051139	1785.2	1785.2	4.5
173	Acuario Interactivo	19.4416421, -99.20390049999999	1980.7	1980.7	4.6
174	Rectory Lord of Marvels	19.3832188, -99.14915429999999	640.3	640.3	4.6
175	Basilica of Our Lady of Guadalupe	19.4848572, -99.1178616	2379.8	2379.8	4.7
176	Parroquia de Santa María la Redonda	19.4411626, -99.140851	1450.0	1450.0	4.4
177	Parroquia San Juan Bautista	19.3489222, -99.16232889999999	860.1	860.1	4.7
178	Parroquia de Santa Catalina	19.3786023, -99.2084505	1393.7	1393.7	4.5
179	Iglesia San Jose de las Palmas	19.4138069, -99.2298355	2026.2	2026.2	4.4
180	Parish of Our Father	19.265789, -99.13153199999999	1974.4	1974.4	4.6
181	Mexico City Metropolitan Cathedral	19.4343942, -99.13308239999999	1546.5	1546.5	4.7
182	Church of San Bernardo	19.4308451, -99.1338559	989.7	989.7	4.4
183	Templo de San Felipe Neri La Profesa	19.4336736, -99.1363798	1198.3	1198.3	4.6
184	Parroquia San Luis Gonzaga	19.3852275, -99.1287521	711.7	711.7	4.5
185	Parroquia de Las Llagas de Nuestro Señor Jesucristo	19.3939624, -99.1081134	917.9	917.9	4.3
186	Parroquia de Jesús Sacramentado	19.3446592, -99.135885	456.7	456.7	4.5
187	Parroquia de la Santísima Trinidad y Nuestra Señora del Refugio	19.4633533, -99.1338518	1854.9	1854.9	4.6
188	Santa Isabel Prima rectory of Holy Mary	19.3520665, -99.1077028	795.8	795.8	4.4
189	Parroquia San Salvador de las Flores	19.4567155, -99.1677608	2155.1	2155.1	4.5
190	Parroquia de la Santa Cruz de la Herradura	19.4178499, -99.2521639	2370.6	2370.6	4.6
191	Church of Our Lady of Lebanon Lebanese Maronite Order	19.3614933, -99.17551549999999	885.6	885.6	4.5
192	Parish St. John the Evangelist and Our Lady of Guadalupe	19.377579, -99.1817861	987.8	987.8	4.7
193	Parroquia Santa Eduwiges	19.473436, -99.17874169999999	2333.2	2333.2	4.4
194	Parroquia de San Josemaría Escrivá	19.3702778, -99.26055559999999	2389.3	2389.3	4.7
195	Regina Coeli parish	19.4279059, -99.1389415	1076.0	1076.0	4.4
196	Santa Veracruz Church, Mexico City	19.4367664, -99.1422544	1390.1	1390.1	4.2
197	Parroquía de la Divina Providencia	19.405143, -99.165639	1300.9	1300.9	4.6
198	Church of San Francisco	19.4335142, -99.1401466	1198.0	1198.0	4.7
199	Parroquia de San Fernando	19.4394444, -99.1486111	1475.9	1475.9	4.2
200	Nichos del Templo de Santa María de la Anunciación	19.3353743, -99.181451	1237.9	1237.9	4.5
