Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1643.7	1643.7	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	2330.0	2330.0	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1506.9	1506.9	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1447.2	1447.2	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1607.5	1607.5	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1319.1	1319.1	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	2551.1	2551.1	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	1317.1	1317.1	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	1439.5	1439.5	4.7
10	Museum of light	19.4362372, -99.1299945	1609.7	1609.7	4.5
11	Museo Franz Mayer	19.4369334, -99.14343400000001	1400.4	1400.4	4.6
12	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	2513.5	2513.5	4.5
13	Metro Museum	19.3752985, -99.1867425	2241.2	2241.2	4.4
14	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1851.7	1851.7	4.5
15	Museo Nacional del Virreinato	19.7132656, -99.2217286	2723.9	2723.9	4.7
16	University Museum Contemporary Art	19.3146858, -99.18540109999999	3312.1	3312.1	4.7
17	Palacio de Bellas Artes	19.4352, -99.1412	1495.0	1495.0	4.8
18	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2066.2	2066.2	4.1
19	National Museum of Interventions	19.3550024, -99.14879499999999	2708.2	2708.2	4.6
20	Museo de la Charreria	19.4260403, -99.1372238	1740.6	1740.6	4.3
21	Soumaya Museum	19.4406926, -99.2047001	2003.4	2003.4	4.7
22	Museo Dolores Olmedo	19.2656032, -99.1253409	3943.9	3943.9	4.7
23	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1889.0	1889.0	4.7
24	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	3543.4	3543.4	4.7
25	Universum	19.3114346, -99.1805749	3536.8	3536.8	4.6
26	Museo Anahuacalli	19.3231754, -99.1439285	3137.1	3137.1	4.7
27	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1584.8	1584.8	4.6
28	Former College of San Ildefonso	19.436341, -99.1308634	1674.2	1674.2	4.7
29	Museo de Historia Natural	19.409833, -99.20151899999999	2257.6	2257.6	4.7
30	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1074.9	1074.9	4.6
31	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1784.0	1784.0	4.2
32	Estanquillo Museum	19.4332695, -99.1361618	1694.8	1694.8	4.6
33	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1500.7	1500.7	4.8
34	Museum of El Carmen	19.3453961, -99.1899237	2830.5	2830.5	4.7
35	Papalote Museo del Niño	19.4116523, -99.1947372	1973.3	1973.3	4.5
36	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1758.3	1758.3	4.5
37	Museo del Chocolate	19.4294462, -99.1572271	1305.0	1305.0	4.5
38	Arte Carrillo Gil Museum	19.3494444, -99.1902778	2643.1	2643.1	4.5
39	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1525.4	1525.4	4.4
40	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1463.2	1463.2	4.5
41	The National Museum of San Carlos	19.4380689, -99.1520429	1246.4	1246.4	4.6
42	Museo Jumex	19.4404568, -99.20359330000001	1825.1	1825.1	4.6
43	Museo Experimental el Eco	19.4334736, -99.1611887	1250.2	1250.2	4.2
44	Museo Casa de Carranza	19.4311935, -99.163468	1274.5	1274.5	4.6
45	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2221.2	2221.2	4.4
46	MODO Museo del Objeto	19.4202297, -99.15907620000002	1487.7	1487.7	4.5
47	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2975.1	2975.1	4.4
48	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1577.3	1577.3	4.7
49	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	1940.1	1940.1	4.6
50	Museo Universitario del Chopo	19.441993, -99.1567171	997.6	997.6	4.5
51	Regional Art Museum	19.5019399, -99.2116346	983.9	983.9	4.5
52	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1584.6	1584.6	4.2
53	House Museum of Memory Indómita	19.4276917, -99.1346883	1762.2	1762.2	4.5
54	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	2724.8	2724.8	4.6
55	MI Indian Museum	19.4519111, -99.13131849999999	1378.9	1378.9	4.5
56	Museo del Caracol	19.4190145, -99.1834349	1655.9	1655.9	4.6
57	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2013.0	2013.0	4.2
58	Museo Nacional de la Estampa	19.4370531, -99.1427154	1295.5	1295.5	4.5
59	Museum Tepexpan	19.613865, -98.947688	2066.9	2066.9	4.1
60	New Fire Museum	19.3481804, -99.0914754	3841.7	3841.7	4.4
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	1693.8	1693.8	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	1799.3	1799.3	4.3
63	kurimanzutto	19.411377, -99.18760499999999	1799.2	1799.2	4.5
64	PROYECTOSMONCLOVA	19.4210233, -99.1559418	1498.5	1498.5	4.5
65	Galeria Ethra	19.4453626, -99.1788344	1426.4	1426.4	4.1
66	Málaga gallery. Contemporary art	19.371228, -99.182334	2413.8	2413.8	4.7
67	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	1936.9	1936.9	4.6
68	Arte Hoy Galería	19.3557992, -99.16672799999999	2528.2	2528.2	3.6
69	Galería Aguafuerte	19.416628, -99.16006	1646.9	1646.9	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	1594.5	1594.5	4.5
71	House of Gaga	19.4119833, -99.17119459999999	1728.5	1728.5	4.4
72	Galería Casa Lamm	19.418845, -99.159166	1551.1	1551.1	4.6
73	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	1412.2	1412.2	4.7
74	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	1949.6	1949.6	4.3
75	Proyecto H Contemporáneo	19.4169736, -99.171982	1730.4	1730.4	5.0
76	PARQUE Galería	19.415567, -99.183673	1743.9	1743.9	4.2
77	ArtSpace Mexico	19.4086389, -99.17067779999999	1775.7	1775.7	4.5
78	AURA GALERIAS	19.420764, -99.211207	2223.4	2223.4	4.8
79	DLonngi ART	19.4093708, -99.17856309999999	1754.5	1754.5	4.5
80	Galería Hilario Galguera	19.4386784, -99.1616748	1298.2	1298.2	4.3
81	Jardín del Arte	19.4329512, -99.16193919999999	1234.6	1234.6	4.3
82	Galería RGR	19.4134518, -99.1845664	1715.7	1715.7	4.6
83	Galeria Art Forum S.A.	19.4050636, -99.241074	2712.8	2712.8	0.0
84	Galería de arte de la SHCP	19.435146, -99.1334973	1785.8	1785.8	4.6
85	Galería Mascota	19.417819, -99.170711	1584.3	1584.3	4.6
86	Carré d'artistes®	19.4307426, -99.19688959999999	1860.2	1860.2	4.5
87	INBA Galería José María Velasco	19.4479635, -99.13236239999999	1309.6	1309.6	4.4
88	101 Art Galleries	19.3827442, -99.2684606	3034.8	3034.8	3.3
89	Art point	19.4314498, -99.2026042	2047.2	2047.2	4.2
90	YAWÍ	19.4334666, -99.13429420000001	1603.7	1603.7	4.8
