Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	748.3	748.3	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	1428.4	1428.4	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	680.1	680.1	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	579.9	579.9	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	712.1	712.1	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	333.5	333.5	4.7
7	Soumaya Museum	19.4406926, -99.2047001	1195.9	1195.9	4.7
8	Frida Kahlo Museum	19.3551806, -99.1624636	1690.7	1690.7	4.5
9	Museo de Cera	19.4285278, -99.15708079999999	347.2	347.2	4.6
10	Memory and Tolerance Museum	19.4343297, -99.1413247	453.9	453.9	4.7
11	Palacio de Bellas Artes	19.4352, -99.1412	509.4	509.4	4.8
12	Museo Dolores Olmedo	19.2656032, -99.1253409	2974.0	2974.0	4.7
13	Museo Franz Mayer	19.4369334, -99.14343400000001	519.6	519.6	4.6
14	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1653.1	1653.1	4.5
15	Metro Museum	19.3752985, -99.1867425	1380.8	1380.8	4.4
16	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	897.5	897.5	4.5
17	University Museum Contemporary Art	19.3146858, -99.18540109999999	2342.2	2342.2	4.7
18	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2255.1	2255.1	4.1
19	National Museum of Interventions	19.3550024, -99.14879499999999	1828.9	1828.9	4.6
20	Museo de la Charreria	19.4260403, -99.1372238	750.5	750.5	4.3
21	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1014.6	1014.6	4.7
22	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2541.9	2541.9	4.7
23	Universum	19.3114346, -99.1805749	2566.9	2566.9	4.6
24	Museo Anahuacalli	19.3231754, -99.1439285	2135.6	2135.6	4.7
25	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	783.6	783.6	4.6
26	Former College of San Ildefonso	19.436341, -99.1308634	950.9	950.9	4.7
27	Museo de Historia Natural	19.409833, -99.20151899999999	1365.2	1365.2	4.7
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	644.3	644.3	4.6
29	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	799.1	799.1	4.2
30	Estanquillo Museum	19.4332695, -99.1361618	733.3	733.3	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	515.1	515.1	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	1970.1	1970.1	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	1003.4	1003.4	4.5
34	UNAM Museo de las Constituciones	19.4363673, -99.1294145	996.5	996.5	4.5
35	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1782.7	1782.7	4.5
36	Museo del Chocolate	19.4294462, -99.1572271	335.1	335.1	4.5
37	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	630.0	630.0	4.4
38	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	582.4	582.4	4.5
39	The National Museum of San Carlos	19.4380689, -99.1520429	204.7	204.7	4.6
40	Museo Jumex	19.4404568, -99.20359330000001	1017.6	1017.6	4.6
41	Museo Experimental el Eco	19.4334736, -99.1611887	325.0	325.0	4.2
42	Museo Casa de Carranza	19.4311935, -99.163468	304.6	304.6	4.6
43	Museum of light	19.4362372, -99.1299945	1009.0	1009.0	4.5
44	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2410.1	2410.1	4.4
45	MODO Museo del Objeto	19.4202297, -99.15907620000002	517.8	517.8	4.5
46	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2317.1	2317.1	4.4
47	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	591.7	591.7	4.7
48	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	2129.0	2129.0	4.6
49	Museo Universitario del Chopo	19.441993, -99.1567171	311.6	311.6	4.5
50	Regional Art Museum	19.5019399, -99.2116346	1518.8	1518.8	4.5
51	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	614.7	614.7	4.2
52	House Museum of Memory Indómita	19.4276917, -99.1346883	804.4	804.4	4.5
53	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	5607.7	5607.7	4.1
54	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1864.4	1864.4	4.6
55	MI Indian Museum	19.4519111, -99.13131849999999	776.7	776.7	4.5
56	Museo del Caracol	19.4190145, -99.1834349	686.0	686.0	4.6
57	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2504.9	2504.9	4.2
58	Museo Nacional de la Estampa	19.4370531, -99.1427154	414.7	414.7	4.5
59	Museum Tepexpan	19.613865, -98.947688	2255.8	2255.8	4.1
60	New Fire Museum	19.3481804, -99.0914754	3084.4	3084.4	4.4
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	850.0	850.0	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	930.1	930.1	4.3
63	kurimanzutto	19.411377, -99.18760499999999	991.1	991.1	4.5
64	PROYECTOSMONCLOVA	19.4210233, -99.1559418	528.6	528.6	4.5
65	Galeria Ethra	19.4453626, -99.1788344	547.6	547.6	4.1
66	Málaga gallery. Contemporary art	19.371228, -99.182334	1553.4	1553.4	4.7
67	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	1094.4	1094.4	4.6
68	Arte Hoy Galería	19.3557992, -99.16672799999999	1667.8	1667.8	3.6
69	Galería Aguafuerte	19.416628, -99.16006	677.0	677.0	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	624.6	624.6	4.5
71	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	442.3	442.3	4.7
72	House of Gaga	19.4119833, -99.17119459999999	758.6	758.6	4.4
73	Galería Casa Lamm	19.418845, -99.159166	581.2	581.2	4.6
74	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	1111.6	1111.6	4.3
75	Proyecto H Contemporáneo	19.4169736, -99.171982	760.5	760.5	5.0
76	PARQUE Galería	19.415567, -99.183673	774.0	774.0	4.2
77	ArtSpace Mexico	19.4086389, -99.17067779999999	805.8	805.8	4.5
78	AURA GALERIAS	19.420764, -99.211207	1328.0	1328.0	4.8
