Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	7239.8	7239.8	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	8106.6	8106.6	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	8867.6	8867.6	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	8006.4	8006.4	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	7383.5	7383.5	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	7760.0	7760.0	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	7555.0	7555.0	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	7592.3	7592.3	4.5
9	Memory and Tolerance Museum	19.4343297, -99.1413247	7880.4	7880.4	4.7
10	Museum of light	19.4362372, -99.1299945	8435.5	8435.5	4.5
11	Museo Dolores Olmedo	19.2656032, -99.1253409	7363.8	7363.8	4.7
12	Metro Museum	19.3752985, -99.1867425	7296.9	7296.9	4.4
13	University Museum Contemporary Art	19.3146858, -99.18540109999999	7012.1	7012.1	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	7946.1	7946.1	4.6
15	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	7554.7	7554.7	4.5
16	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	7981.5	7981.5	4.5
17	Museo de la Charreria	19.4260403, -99.1372238	7771.4	7771.4	4.3
18	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	7211.2	7211.2	4.7
19	National Museum of Interventions	19.3550024, -99.14879499999999	7749.4	7749.4	4.6
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	8441.1	8441.1	4.7
21	Soumaya Museum	19.4406926, -99.2047001	7239.4	7239.4	4.7
22	Palacio de Bellas Artes	19.4352, -99.1412	7935.9	7935.9	4.8
23	Universum	19.3114346, -99.1805749	7161.4	7161.4	4.6
