Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	2611.8	2611.8	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	2475.0	2475.0	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	3298.1	3298.1	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	2415.3	2415.3	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	2575.6	2575.6	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	2287.2	2287.2	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	3519.2	3519.2	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	2285.2	2285.2	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	2407.6	2407.6	4.7
10	Museo Franz Mayer	19.4369334, -99.14343400000001	2368.5	2368.5	4.6
11	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	3481.6	3481.6	4.5
12	Metro Museum	19.3752985, -99.1867425	3209.3	3209.3	4.4
13	Museo Nacional del Virreinato	19.7132656, -99.2217286	2743.4	2743.4	4.7
14	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	2819.8	2819.8	4.5
15	University Museum Contemporary Art	19.3146858, -99.18540109999999	3966.5	3966.5	4.7
16	Palacio de Bellas Artes	19.4352, -99.1412	2463.1	2463.1	4.8
17	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2743.8	2743.8	4.1
18	National Museum of Interventions	19.3550024, -99.14879499999999	3676.3	3676.3	4.6
19	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2857.1	2857.1	4.7
20	Museo de la Charreria	19.4260403, -99.1372238	2708.7	2708.7	4.3
21	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	4445.7	4445.7	4.7
22	Universum	19.3114346, -99.1805749	4191.2	4191.2	4.6
23	Museo Anahuacalli	19.3231754, -99.1439285	4105.2	4105.2	4.7
24	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2552.9	2552.9	4.6
25	Former College of San Ildefonso	19.436341, -99.1308634	2642.3	2642.3	4.7
26	Museo de Historia Natural	19.409833, -99.20151899999999	3008.8	3008.8	4.7
27	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	2043.0	2043.0	4.6
28	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	2752.1	2752.1	4.2
29	Estanquillo Museum	19.4332695, -99.1361618	2662.9	2662.9	4.6
30	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	2468.8	2468.8	4.8
31	Museum of El Carmen	19.3453961, -99.1899237	3644.6	3644.6	4.7
32	Papalote Museo del Niño	19.4116523, -99.1947372	2895.4	2895.4	4.5
33	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2726.4	2726.4	4.5
34	Museo del Chocolate	19.4294462, -99.1572271	2273.1	2273.1	4.5
35	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	2493.5	2493.5	4.4
36	Arte Carrillo Gil Museum	19.3494444, -99.1902778	3457.2	3457.2	4.5
37	The National Museum of San Carlos	19.4380689, -99.1520429	2214.5	2214.5	4.6
38	Museo Jumex	19.4404568, -99.20359330000001	2644.7	2644.7	4.6
39	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	2431.3	2431.3	4.5
40	Museo Casa de Carranza	19.4311935, -99.163468	2242.6	2242.6	4.6
41	Soumaya Museum	19.4406926, -99.2047001	2823.0	2823.0	4.7
42	Museum of light	19.4362372, -99.1299945	2577.8	2577.8	4.5
43	Museo Experimental el Eco	19.4334736, -99.1611887	2218.3	2218.3	4.2
44	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2898.8	2898.8	4.4
45	MODO Museo del Objeto	19.4202297, -99.15907620000002	2455.8	2455.8	4.5
46	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	3943.2	3943.2	4.4
47	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	2545.4	2545.4	4.7
48	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	2617.7	2617.7	4.6
49	Museo Universitario del Chopo	19.441993, -99.1567171	1965.7	1965.7	4.5
50	Regional Art Museum	19.5019399, -99.2116346	1624.0	1624.0	4.5
51	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	2552.7	2552.7	4.2
52	Museum Tepexpan	19.613865, -98.947688	2744.5	2744.5	4.1
53	House Museum of Memory Indómita	19.4276917, -99.1346883	2730.3	2730.3	4.5
