Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	591.3	591.3	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	2051.8	2051.8	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1344.4	1344.4	4.8
4	Memory and Tolerance Museum	19.4343297, -99.1413247	1118.2	1118.2	4.7
5	Museo de Arte Popular	19.433958, -99.1462631	997.8	997.8	4.7
6	Interactive Museum of Economics	19.4353495, -99.13836459999999	1244.2	1244.2	4.6
7	Museo Dolores Olmedo	19.2656032, -99.1253409	2419.8	2419.8	4.7
8	Museo de Cera	19.4285278, -99.15708079999999	739.2	739.2	4.6
9	Museo Franz Mayer	19.4369334, -99.14343400000001	1183.9	1183.9	4.6
10	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1073.6	1073.6	4.5
11	Frida Kahlo Museum	19.3551806, -99.1624636	1111.2	1111.2	4.5
12	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1165.7	1165.7	4.5
13	Museo de Arte Moderno	19.4228316, -99.1797258	578.0	578.0	4.6
14	National Museum of Interventions	19.3550024, -99.14879499999999	1268.3	1268.3	4.6
15	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1678.9	1678.9	4.7
16	University Museum Contemporary Art	19.3146858, -99.18540109999999	1788.0	1788.0	4.7
17	Palacio de Bellas Artes	19.4352, -99.1412	1159.5	1159.5	4.8
18	Universum	19.3114346, -99.1805749	2012.7	2012.7	4.6
19	Museo Anahuacalli	19.3231754, -99.1439285	1846.3	1846.3	4.7
20	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1447.9	1447.9	4.6
21	Soumaya Museum	19.4406926, -99.2047001	1139.2	1139.2	4.7
22	Metro Museum	19.3752985, -99.1867425	801.3	801.3	4.4
23	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2726.0	2726.0	4.1
24	Museo de la Charreria	19.4260403, -99.1372238	955.6	955.6	4.3
25	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2267.2	2267.2	4.7
26	Museo de Historia Natural	19.409833, -99.20151899999999	733.4	733.4	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	1609.1	1609.1	4.7
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	946.8	946.8	4.6
29	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	942.5	942.5	4.2
30	Estanquillo Museum	19.4332695, -99.1361618	1293.3	1293.3	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1165.2	1165.2	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	1390.6	1390.6	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	371.6	371.6	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1203.2	1203.2	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1693.2	1693.2	4.5
36	Museo del Chocolate	19.4294462, -99.1572271	784.3	784.3	4.5
37	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	495.9	495.9	4.4
38	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1246.7	1246.7	4.5
39	The National Museum of San Carlos	19.4380689, -99.1520429	916.8	916.8	4.6
40	Museo Jumex	19.4404568, -99.20359330000001	1084.8	1084.8	4.6
41	Museo Experimental el Eco	19.4334736, -99.1611887	694.0	694.0	4.2
42	Museo Casa de Carranza	19.4311935, -99.163468	674.1	674.1	4.6
43	Museum of light	19.4362372, -99.1299945	1705.7	1705.7	4.5
44	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2881.0	2881.0	4.4
45	MODO Museo del Objeto	19.4202297, -99.15907620000002	741.2	741.2	4.5
46	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2047.4	2047.4	4.4
47	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1127.8	1127.8	4.7
48	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	2599.9	2599.9	4.6
49	Museo Universitario del Chopo	19.441993, -99.1567171	940.1	940.1	4.5
50	Regional Art Museum	19.5019399, -99.2116346	1674.8	1674.8	4.5
51	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	660.5	660.5	4.2
52	House Museum of Memory Indómita	19.4276917, -99.1346883	1108.8	1108.8	4.5
53	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	5053.5	5053.5	4.1
54	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1284.9	1284.9	4.6
55	MI Indian Museum	19.4519111, -99.13131849999999	1402.3	1402.3	4.5
56	Museo del Caracol	19.4190145, -99.1834349	54.2	54.2	4.6
57	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2373.3	2373.3	4.2
58	Museo Nacional de la Estampa	19.4370531, -99.1427154	1079.0	1079.0	4.5
59	Museum Tepexpan	19.613865, -98.947688	2726.7	2726.7	4.1
60	New Fire Museum	19.3481804, -99.0914754	2771.3	2771.3	4.4
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	218.2	218.2	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	573.1	573.1	4.3
63	PROYECTOSMONCLOVA	19.4210233, -99.1559418	720.2	720.2	4.5
64	kurimanzutto	19.411377, -99.18760499999999	359.3	359.3	4.5
65	Galeria Ethra	19.4453626, -99.1788344	821.7	821.7	4.1
66	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	737.4	737.4	4.6
67	Málaga gallery. Contemporary art	19.371228, -99.182334	973.9	973.9	4.7
68	Arte Hoy Galería	19.3557992, -99.16672799999999	1088.3	1088.3	3.6
69	Galería Aguafuerte	19.416628, -99.16006	674.9	674.9	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	637.2	637.2	4.5
71	House of Gaga	19.4119833, -99.17119459999999	493.6	493.6	4.4
72	Galería Casa Lamm	19.418845, -99.159166	782.0	782.0	4.6
73	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	665.7	665.7	4.7
74	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	754.6	754.6	4.3
75	Proyecto H Contemporáneo	19.4169736, -99.171982	598.3	598.3	5.0
76	ArtSpace Mexico	19.4086389, -99.17067779999999	478.2	478.2	4.5
77	PARQUE Galería	19.415567, -99.183673	142.2	142.2	4.2
78	DLonngi ART	19.4093708, -99.17856309999999	297.7	297.7	4.5
79	Jardín del Arte	19.4329512, -99.16193919999999	678.4	678.4	4.3
