Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	2455.3	2455.3	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	2212.8	2212.8	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	2720.2	2720.2	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	2160.6	2160.6	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	2599.0	2599.0	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	2212.3	2212.3	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	2203.9	2203.9	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	1063.9	1063.9	4.5
9	Memory and Tolerance Museum	19.4343297, -99.1413247	2332.7	2332.7	4.7
10	Museum of light	19.4362372, -99.1299945	2424.3	2424.3	4.5
11	Museo Dolores Olmedo	19.2656032, -99.1253409	1496.3	1496.3	4.7
12	Metro Museum	19.3752985, -99.1867425	1594.3	1594.3	4.4
13	University Museum Contemporary Art	19.3146858, -99.18540109999999	1025.3	1025.3	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	2150.6	2150.6	4.6
15	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1383.0	1383.0	4.5
16	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1834.1	1834.1	4.5
17	Museo de la Charreria	19.4260403, -99.1372238	1772.7	1772.7	4.3
18	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	953.7	953.7	4.7
19	National Museum of Interventions	19.3550024, -99.14879499999999	1029.0	1029.0	4.6
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2430.4	2430.4	4.7
21	Soumaya Museum	19.4406926, -99.2047001	2718.9	2718.9	4.7
22	Palacio de Bellas Artes	19.4352, -99.1412	2068.4	2068.4	4.8
23	Universum	19.3114346, -99.1805749	1056.9	1056.9	4.6
24	Museo Anahuacalli	19.3231754, -99.1439285	190.2	190.2	4.7
25	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2155.4	2155.4	4.6
26	Museo de Historia Natural	19.409833, -99.20151899999999	2529.1	2529.1	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	2373.7	2373.7	4.7
28	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1925.1	1925.1	4.2
29	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	2805.5	2805.5	4.6
30	Estanquillo Museum	19.4332695, -99.1361618	2011.8	2011.8	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	2074.1	2074.1	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	1313.4	1313.4	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	2359.7	2359.7	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1335.9	1335.9	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2411.8	2411.8	4.5
36	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	2516.9	2516.9	4.4
37	Museo del Chocolate	19.4294462, -99.1572271	2208.6	2208.6	4.5
38	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	2339.6	2339.6	4.5
39	The National Museum of San Carlos	19.4380689, -99.1520429	2395.7	2395.7	4.6
40	Museo Jumex	19.4404568, -99.20359330000001	2629.3	2629.3	4.6
41	Museo Experimental el Eco	19.4334736, -99.1611887	2440.3	2440.3	4.2
42	Museo Casa de Carranza	19.4311935, -99.163468	2404.0	2404.0	4.6
43	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3559.3	3559.3	4.4
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	2227.6	2227.6	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	1922.7	1922.7	4.4
46	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	2036.7	2036.7	4.7
47	Museo Universitario del Chopo	19.441993, -99.1567171	2562.1	2562.1	4.5
48	Regional Art Museum	19.5019399, -99.2116346	3268.1	3268.1	4.5
49	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	2350.1	2350.1	4.2
50	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	3947.9	3947.9	4.1
51	House Museum of Memory Indómita	19.4276917, -99.1346883	1777.2	1777.2	4.5
52	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1073.5	1073.5	4.6
53	Museo del Caracol	19.4190145, -99.1834349	2406.6	2406.6	4.6
54	MI Indian Museum	19.4519111, -99.13131849999999	2662.3	2662.3	4.5
55	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	3953.0	3953.0	4.2
56	Museo Nacional de la Estampa	19.4370531, -99.1427154	2198.2	2198.2	4.5
57	New Fire Museum	19.3481804, -99.0914754	2646.6	2646.6	4.4
58	Museo ídolos del Esto	19.4378735, -99.16012979999999	2508.7	2508.7	3.8
59	Museo Nacional de Historia, Castillo de Chapultepec	19.4204791, -99.1818236	2354.2	2354.2	4.5
60	National Museum of the Revolution	19.4361972, -99.15463330000001	2425.8	2425.8	4.6
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	2396.3	2396.3	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	2437.1	2437.1	4.3
63	kurimanzutto	19.411377, -99.18760499999999	2332.2	2332.2	4.5
64	PROYECTOSMONCLOVA	19.4210233, -99.1559418	2167.1	2167.1	4.5
65	Galeria Ethra	19.4453626, -99.1788344	2683.8	2683.8	4.1
66	Málaga gallery. Contemporary art	19.371228, -99.182334	1824.3	1824.3	4.7
67	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	2619.4	2619.4	4.6
68	Arte Hoy Galería	19.3557992, -99.16672799999999	1136.1	1136.1	3.6
69	Galería Aguafuerte	19.416628, -99.16006	2180.1	2180.1	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	2171.3	2171.3	4.5
71	House of Gaga	19.4119833, -99.17119459999999	2400.7	2400.7	4.4
72	Galería Casa Lamm	19.418845, -99.159166	2099.1	2099.1	4.6
73	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	2144.7	2144.7	4.7
74	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	2441.0	2441.0	4.3
75	Proyecto H Contemporáneo	19.4169736, -99.171982	2537.8	2537.8	5.0
76	PARQUE Galería	19.415567, -99.183673	2494.6	2494.6	4.2
77	ArtSpace Mexico	19.4086389, -99.17067779999999	2312.0	2312.0	4.5
78	AURA GALERIAS	19.420764, -99.211207	2553.4	2553.4	4.8
79	DLonngi ART	19.4093708, -99.17856309999999	2297.1	2297.1	4.5
80	Galería Hilario Galguera	19.4386784, -99.1616748	2697.1	2697.1	4.3
81	Jardín del Arte	19.4329512, -99.16193919999999	2424.7	2424.7	4.3
82	Galería RGR	19.4134518, -99.1845664	2448.1	2448.1	4.6
83	Galeria Art Forum S.A.	19.4050636, -99.241074	2941.3	2941.3	0.0
84	Galería de arte de la SHCP	19.435146, -99.1334973	2176.0	2176.0	4.6
85	Galería Mascota	19.417819, -99.170711	2377.9	2377.9	4.6
86	Carré d'artistes®	19.4307426, -99.19688959999999	2524.7	2524.7	4.5
87	101 Art Galleries	19.3827442, -99.2684606	2882.3	2882.3	3.3
88	Art point	19.4314498, -99.2026042	2600.8	2600.8	4.2
89	YAWÍ	19.4334666, -99.13429420000001	2004.7	2004.7	4.8
90	Traeger & Pinto Contemporary Art	19.41988, -99.160592	2213.8	2213.8	4.5
91	1 MES 1 ARTISTA	19.4333041, -99.1493874	2314.7	2314.7	0.0
92	White Cremnitz	19.4284585, -99.13922900000001	1895.3	1895.3	4.3
93	Centro Nacional de las Artes	19.3564533, -99.1407464	1038.9	1038.9	4.7
94	Museo Anahuacalli	19.3231754, -99.1439285	190.2	190.2	4.7
95	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1073.5	1073.5	4.6
96	MI Indian Museum	19.4519111, -99.13131849999999	2662.3	2662.3	4.5
97	Galeria Malaga arte contemporáneo	19.3713135, -99.18216939999999	1821.6	1821.6	0.0
98	OVALO Galería de Arte	19.3961471, -99.16948239999999	2054.2	2054.2	4.5
99	Bosque de Chapultepec	19.4194815, -99.18945579999999	2602.7	2602.7	4.6
100	Parque Tezozómoc	19.4998595, -99.210754	3290.7	3290.7	4.4
101	Parque Bicentenario	19.4686896, -99.1972629	3609.6	3609.6	4.7
102	La Mexicana Park	19.3574615, -99.27052119999999	2308.7	2308.7	4.7
103	Parque Hundido	19.3782922, -99.17874719999999	1856.4	1856.4	4.6
104	Cerro de la Estrella National Park	19.3439269, -99.0914995	6364.5	6364.5	4.4
105	El Tepeyac National Park	19.5039634, -99.1078041	3581.7	3581.7	4.1
106	Alameda Central	19.4357353, -99.1439486	2235.4	2235.4	4.6
107	Parque Naucalli	19.4930556, -99.24083329999999	2913.0	2913.0	4.4
108	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	2110.5	2110.5	4.5
109	parque rosendo	19.3842214, -99.1872569	1933.6	1933.6	3.3
110	Parque Lincoln	19.4298155, -99.1992389	2447.7	2447.7	4.6
111	Ehécatl Ecological Park	19.58903, -99.048645	4125.9	4125.9	4.4
112	Tlalpan National Park	19.2961412, -99.1931443	1266.9	1266.9	4.6
113	Parque España	19.4153363, -99.1711504	2419.8	2419.8	4.5
