Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1788.1	1788.1	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	1882.3	1882.3	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1374.9	1374.9	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1322.7	1322.7	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1761.1	1761.1	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1374.4	1374.4	4.7
7	Soumaya Museum	19.4406926, -99.2047001	2093.3	2093.3	4.7
8	Frida Kahlo Museum	19.3551806, -99.1624636	984.8	984.8	4.5
9	Museo de Cera	19.4285278, -99.15708079999999	1366.0	1366.0	4.6
10	Memory and Tolerance Museum	19.4343297, -99.1413247	1494.8	1494.8	4.7
11	Palacio de Bellas Artes	19.4352, -99.1412	1230.5	1230.5	4.8
12	Museo Dolores Olmedo	19.2656032, -99.1253409	2471.6	2471.6	4.7
13	Museo Franz Mayer	19.4369334, -99.14343400000001	1312.7	1312.7	4.6
14	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	954.3	954.3	4.5
15	Metro Museum	19.3752985, -99.1867425	1165.6	1165.6	4.4
16	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	996.2	996.2	4.5
17	University Museum Contemporary Art	19.3146858, -99.18540109999999	2032.6	2032.6	4.7
18	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2972.0	2972.0	4.1
19	National Museum of Interventions	19.3550024, -99.14879499999999	952.3	952.3	4.6
20	Museo de la Charreria	19.4260403, -99.1372238	934.8	934.8	4.3
21	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1490.8	1490.8	4.7
22	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	1929.0	1929.0	4.7
23	Universum	19.3114346, -99.1805749	2064.2	2064.2	4.6
24	Museo Anahuacalli	19.3231754, -99.1439285	1522.7	1522.7	4.7
25	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1328.0	1328.0	4.6
26	Museo de Historia Natural	19.409833, -99.20151899999999	1681.3	1681.3	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	1535.8	1535.8	4.7
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1820.6	1820.6	4.6
29	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1152.4	1152.4	4.2
30	Estanquillo Museum	19.4332695, -99.1361618	1173.9	1173.9	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1236.2	1236.2	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	1630.6	1630.6	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	1734.1	1734.1	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1477.6	1477.6	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1573.9	1573.9	4.5
36	Museo del Chocolate	19.4294462, -99.1572271	1370.7	1370.7	4.5
37	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1679.0	1679.0	4.4
38	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1501.7	1501.7	4.5
39	The National Museum of San Carlos	19.4380689, -99.1520429	1557.8	1557.8	4.6
40	Museo Jumex	19.4404568, -99.20359330000001	2003.7	2003.7	4.6
41	National Museum of Popular Culture	19.3497158, -99.1610225	1195.6	1195.6	4.5
42	Museum of light	19.4362372, -99.1299945	1167.2	1167.2	4.5
43	Museo Casa de Carranza	19.4311935, -99.163468	1566.1	1566.1	4.6
44	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2073.9	2073.9	4.4
45	Museo Experimental el Eco	19.4334736, -99.1611887	1602.4	1602.4	4.2
46	MODO Museo del Objeto	19.4202297, -99.15907620000002	1389.7	1389.7	4.5
47	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	1078.3	1078.3	4.4
48	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1198.8	1198.8	4.7
49	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	2960.7	2960.7	4.6
50	Museo Universitario del Chopo	19.441993, -99.1567171	1743.3	1743.3	4.5
51	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1527.9	1527.9	4.2
52	Regional Art Museum	19.5019399, -99.2116346	2431.0	2431.0	4.5
53	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	4680.2	4680.2	4.1
54	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1301.8	1301.8	4.6
55	House Museum of Memory Indómita	19.4276917, -99.1346883	939.3	939.3	4.5
56	Museo del Caracol	19.4190145, -99.1834349	1568.7	1568.7	4.6
57	MI Indian Museum	19.4519111, -99.13131849999999	1436.0	1436.0	4.5
58	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	3327.4	3327.4	4.2
59	Museo Nacional de la Estampa	19.4370531, -99.1427154	1360.3	1360.3	4.5
60	New Fire Museum	19.3481804, -99.0914754	1944.9	1944.9	4.4
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	1510.7	1510.7	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	1769.9	1769.9	4.3
63	kurimanzutto	19.411377, -99.18760499999999	1446.6	1446.6	4.5
64	PROYECTOSMONCLOVA	19.4210233, -99.1559418	1329.2	1329.2	4.5
65	Galeria Ethra	19.4453626, -99.1788344	1845.9	1845.9	4.1
66	Málaga gallery. Contemporary art	19.371228, -99.182334	1395.6	1395.6	4.7
67	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	1934.2	1934.2	4.6
68	Arte Hoy Galería	19.3557992, -99.16672799999999	961.9	961.9	3.6
69	Galería Aguafuerte	19.416628, -99.16006	1342.2	1342.2	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	1333.4	1333.4	4.5
71	House of Gaga	19.4119833, -99.17119459999999	1403.7	1403.7	4.4
72	Galería Casa Lamm	19.418845, -99.159166	1261.2	1261.2	4.6
73	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	1306.8	1306.8	4.7
74	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	1815.4	1815.4	4.3
75	Proyecto H Contemporáneo	19.4169736, -99.171982	1649.4	1649.4	5.0
76	PARQUE Galería	19.415567, -99.183673	1656.7	1656.7	4.2
77	ArtSpace Mexico	19.4086389, -99.17067779999999	1315.0	1315.0	4.5
78	AURA GALERIAS	19.420764, -99.211207	1954.5	1954.5	4.8
79	DLonngi ART	19.4093708, -99.17856309999999	1424.8	1424.8	4.5
80	Galería Hilario Galguera	19.4386784, -99.1616748	1885.7	1885.7	4.3
81	Jardín del Arte	19.4329512, -99.16193919999999	1586.8	1586.8	4.3
82	Galería RGR	19.4134518, -99.1845664	1574.0	1574.0	4.6
83	Galeria Art Forum S.A.	19.4050636, -99.241074	2449.2	2449.2	0.0
84	Galería de arte de la SHCP	19.435146, -99.1334973	1338.1	1338.1	4.6
85	Galería Mascota	19.417819, -99.170711	1540.0	1540.0	4.6
86	Carré d'artistes®	19.4307426, -99.19688959999999	1857.5	1857.5	4.5
87	INBA Galería José María Velasco	19.4479635, -99.13236239999999	1512.7	1512.7	4.4
88	101 Art Galleries	19.3827442, -99.2684606	2734.5	2734.5	3.3
89	Art point	19.4314498, -99.2026042	1975.2	1975.2	4.2
90	YAWÍ	19.4334666, -99.13429420000001	1166.8	1166.8	4.8
91	Traeger & Pinto Contemporary Art	19.41988, -99.160592	1375.9	1375.9	4.5
92	White Cremnitz	19.4284585, -99.13922900000001	1057.4	1057.4	4.3
93	Centro Nacional de las Artes	19.3564533, -99.1407464	959.2	959.2	4.7
94	Museo Anahuacalli	19.3231754, -99.1439285	1522.7	1522.7	4.7
95	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1301.8	1301.8	4.6
96	MI Indian Museum	19.4519111, -99.13131849999999	1436.0	1436.0	4.5
97	Galeria Malaga arte contemporáneo	19.3713135, -99.18216939999999	1392.9	1392.9	0.0
98	OVALO Galería de Arte	19.3961471, -99.16948239999999	1387.1	1387.1	4.5
99	Bosque de Chapultepec	19.4194815, -99.18945579999999	1937.7	1937.7	4.6
100	Parque Tezozómoc	19.4998595, -99.210754	2453.6	2453.6	4.4
101	Parque Bicentenario	19.4686896, -99.1972629	2726.4	2726.4	4.7
102	Parque Hundido	19.3782922, -99.17874719999999	1427.7	1427.7	4.6
103	La Mexicana Park	19.3574615, -99.27052119999999	2540.0	2540.0	4.7
104	Cerro de la Estrella National Park	19.3439269, -99.0914995	5662.8	5662.8	4.4
105	Espejo de los Lirios Park	19.651843, -99.21830179999999	3703.9	3703.9	4.3
106	El Tepeyac National Park	19.5039634, -99.1078041	2182.4	2182.4	4.1
107	Parque Ecológico EHECATL	19.5943439, -99.0545412	3060.0	3060.0	4.5
108	Alameda Central	19.4357353, -99.1439486	1397.5	1397.5	4.6
109	Parque Naucalli	19.4930556, -99.24083329999999	2465.9	2465.9	4.4
110	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	1670.2	1670.2	4.5
