Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1336.1	1336.1	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	2713.8	2713.8	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1965.5	1965.5	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1865.3	1865.3	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1407.1	1407.1	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1618.9	1618.9	4.7
7	Soumaya Museum	19.4406926, -99.2047001	1358.5	1358.5	4.7
8	Frida Kahlo Museum	19.3551806, -99.1624636	2501.8	2501.8	4.5
9	Museo de Cera	19.4285278, -99.15708079999999	1504.3	1504.3	4.6
10	Memory and Tolerance Museum	19.4343297, -99.1413247	1739.3	1739.3	4.7
11	Museo Dolores Olmedo	19.2656032, -99.1253409	3625.5	3625.5	4.7
12	Museo Franz Mayer	19.4369334, -99.14343400000001	1805.0	1805.0	4.6
13	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	2464.2	2464.2	4.5
14	Metro Museum	19.3752985, -99.1867425	2191.9	2191.9	4.4
15	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	2137.9	2137.9	4.5
16	Palacio de Bellas Artes	19.4352, -99.1412	1794.8	1794.8	4.8
17	University Museum Contemporary Art	19.3146858, -99.18540109999999	2993.7	2993.7	4.7
18	Museo Nacional del Virreinato	19.7132656, -99.2217286	3357.6	3357.6	4.7
19	Museum of Man Tepexpan	19.6139084, -98.94735569999999	3151.6	3151.6	4.1
20	National Museum of Interventions	19.3550024, -99.14879499999999	2658.9	2658.9	4.6
21	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2300.0	2300.0	4.7
22	Universum	19.3114346, -99.1805749	3218.4	3218.4	4.6
23	Museo Anahuacalli	19.3231754, -99.1439285	3236.9	3236.9	4.7
24	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2069.0	2069.0	4.6
25	National Museum of Popular Culture	19.3497158, -99.1610225	2705.5	2705.5	4.5
26	Museo de Historia Natural	19.409833, -99.20151899999999	1939.1	1939.1	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	2164.2	2164.2	4.7
28	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1983.4	1983.4	4.2
29	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1501.9	1501.9	4.6
30	Estanquillo Museum	19.4332695, -99.1361618	2018.7	2018.7	4.6
31	Museum of El Carmen	19.3453961, -99.1899237	2671.8	2671.8	4.7
32	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	3472.9	3472.9	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	1776.8	1776.8	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	2484.4	2484.4	4.5
35	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1325.0	1325.0	4.4
36	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2248.3	2248.3	4.5
37	Museo del Chocolate	19.4294462, -99.1572271	1492.2	1492.2	4.5
38	The National Museum of San Carlos	19.4380689, -99.1520429	1515.1	1515.1	4.6
39	Museo Jumex	19.4404568, -99.20359330000001	1325.9	1325.9	4.6
40	Museo Casa de Carranza	19.4311935, -99.163468	1269.4	1269.4	4.6
41	Museo de la Charreria	19.4260403, -99.1372238	1927.8	1927.8	4.3
42	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1800.5	1800.5	4.8
43	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1867.8	1867.8	4.5
44	Museo Experimental el Eco	19.4334736, -99.1611887	1236.0	1236.0	4.2
45	Museum of light	19.4362372, -99.1299945	2260.8	2260.8	4.5
46	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3306.6	3306.6	4.4
47	MODO Museo del Objeto	19.4202297, -99.15907620000002	1624.2	1624.2	4.5
48	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	3438.0	3438.0	4.4
49	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1877.1	1877.1	4.7
50	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	3025.5	3025.5	4.6
51	Museo Universitario del Chopo	19.441993, -99.1567171	1495.2	1495.2	4.5
52	Regional Art Museum	19.5019399, -99.2116346	1347.9	1347.9	4.5
53	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1678.9	1678.9	4.2
54	House Museum of Memory Indómita	19.4276917, -99.1346883	2081.0	2081.0	4.5
55	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	2675.5	2675.5	4.6
56	MI Indian Museum	19.4519111, -99.13131849999999	2004.2	2004.2	4.5
57	Museo del Caracol	19.4190145, -99.1834349	1459.4	1459.4	4.6
58	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2428.9	2428.9	4.2
59	Museo Nacional de la Estampa	19.4370531, -99.1427154	1700.1	1700.1	4.5
60	Museum Tepexpan	19.613865, -98.947688	3152.3	3152.3	4.1
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	1623.4	1623.4	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	1405.0	1405.0	4.3
63	kurimanzutto	19.411377, -99.18760499999999	1749.9	1749.9	4.5
64	PROYECTOSMONCLOVA	19.4210233, -99.1559418	1685.7	1685.7	4.5
65	Galeria Ethra	19.4453626, -99.1788344	939.3	939.3	4.1
66	Málaga gallery. Contemporary art	19.371228, -99.182334	2364.5	2364.5	4.7
67	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	1519.8	1519.8	4.6
68	Arte Hoy Galería	19.3557992, -99.16672799999999	2478.9	2478.9	3.6
69	Galería Aguafuerte	19.416628, -99.16006	1727.3	1727.3	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	1699.5	1699.5	4.5
71	House of Gaga	19.4119833, -99.17119459999999	1695.8	1695.8	4.4
72	Galería Casa Lamm	19.418845, -99.159166	1687.6	1687.6	4.6
73	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	1548.7	1548.7	4.7
74	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	1496.3	1496.3	4.3
75	Proyecto H Contemporáneo	19.4169736, -99.171982	1704.7	1704.7	5.0
76	PARQUE Galería	19.415567, -99.183673	1547.4	1547.4	4.2
77	ArtSpace Mexico	19.4086389, -99.17067779999999	1750.0	1750.0	4.5
78	AURA GALERIAS	19.420764, -99.211207	1787.6	1787.6	4.8
79	DLonngi ART	19.4093708, -99.17856309999999	1702.9	1702.9	4.5
80	Galería Hilario Galguera	19.4386784, -99.1616748	1276.6	1276.6	4.3
81	Jardín del Arte	19.4329512, -99.16193919999999	1220.4	1220.4	4.3
82	Galería RGR	19.4134518, -99.1845664	1564.5	1564.5	4.6
83	Galeria Art Forum S.A.	19.4050636, -99.241074	2255.2	2255.2	0.0
84	Galería de arte de la SHCP	19.435146, -99.1334973	2169.6	2169.6	4.6
85	Galería Mascota	19.417819, -99.170711	1544.8	1544.8	4.6
86	Carré d'artistes®	19.4307426, -99.19688959999999	1436.6	1436.6	4.5
87	INBA Galería José María Velasco	19.4479635, -99.13236239999999	1817.6	1817.6	4.4
88	101 Art Galleries	19.3827442, -99.2684606	2766.7	2766.7	3.3
89	Art point	19.4314498, -99.2026042	1530.4	1530.4	4.2
90	YAWÍ	19.4334666, -99.13429420000001	1987.5	1987.5	4.8
91	Traeger & Pinto Contemporary Art	19.41988, -99.160592	1762.7	1762.7	4.5
92	White Cremnitz	19.4284585, -99.13922900000001	1967.3	1967.3	4.3
93	Centro Nacional de las Artes	19.3564533, -99.1407464	2631.3	2631.3	4.7
94	Museo Anahuacalli	19.3231754, -99.1439285	3236.9	3236.9	4.7
95	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	2675.5	2675.5	4.6
96	MI Indian Museum	19.4519111, -99.13131849999999	2004.2	2004.2	4.5
97	Galeria Malaga arte contemporáneo	19.3713135, -99.18216939999999	2361.8	2361.8	0.0
98	OVALO Galería de Arte	19.3961471, -99.16948239999999	1980.7	1980.7	4.5
99	Bosque de Chapultepec	19.4194815, -99.18945579999999	1862.5	1862.5	4.6
100	Parque Tezozómoc	19.4998595, -99.210754	1370.5	1370.5	4.4
101	Parque Bicentenario	19.4686896, -99.1972629	3.9	3.9	4.7
102	Parque Hundido	19.3782922, -99.17874719999999	2244.4	2244.4	4.6
103	La Mexicana Park	19.3574615, -99.27052119999999	2643.8	2643.8	4.7
104	Cerro de la Estrella National Park	19.3439269, -99.0914995	7879.8	7879.8	4.4
105	Espejo de los Lirios Park	19.651843, -99.21830179999999	3070.5	3070.5	4.3
106	El Tepeyac National Park	19.5039634, -99.1078041	2474.4	2474.4	4.1
107	Parque Ecológico EHECATL	19.5943439, -99.0545412	3124.8	3124.8	4.5
108	Alameda Central	19.4357353, -99.1439486	1763.6	1763.6	4.6
