Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1537.3	1537.3	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1107.3	1107.3	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	1929.7	1929.7	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1047.6	1047.6	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1501.1	1501.1	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	993.4	993.4	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	1124.7	1124.7	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	2444.7	2444.7	4.5
9	Soumaya Museum	19.4406926, -99.2047001	1897.0	1897.0	4.7
10	Memory and Tolerance Museum	19.4343297, -99.1413247	1113.8	1113.8	4.7
11	Museum of light	19.4362372, -99.1299945	1315.5	1315.5	4.5
12	Museo Dolores Olmedo	19.2656032, -99.1253409	3751.5	3751.5	4.7
13	Metro Museum	19.3752985, -99.1867425	2134.8	2134.8	4.4
14	Museo Franz Mayer	19.4369334, -99.14343400000001	993.7	993.7	4.6
15	University Museum Contemporary Art	19.3146858, -99.18540109999999	3119.7	3119.7	4.7
16	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	2407.1	2407.1	4.5
17	Palacio de Bellas Artes	19.4352, -99.1412	1169.3	1169.3	4.8
18	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1452.1	1452.1	4.5
19	Museo de la Charreria	19.4260403, -99.1372238	1413.3	1413.3	4.3
20	Museo Nacional del Virreinato	19.7132656, -99.2217286	3384.0	3384.0	4.7
21	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2365.6	2365.6	4.1
22	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	3201.1	3201.1	4.7
23	National Museum of Interventions	19.3550024, -99.14879499999999	2488.1	2488.1	4.6
24	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1488.7	1488.7	4.7
25	Universum	19.3114346, -99.1805749	3344.4	3344.4	4.6
26	Museo Anahuacalli	19.3231754, -99.1439285	2794.8	2794.8	4.7
27	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1185.2	1185.2	4.6
28	Former College of San Ildefonso	19.436341, -99.1308634	1274.6	1274.6	4.7
29	Museo de Historia Natural	19.409833, -99.20151899999999	2151.2	2151.2	4.7
30	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1175.0	1175.0	4.8
31	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	882.5	882.5	4.6
32	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1458.3	1458.3	4.2
33	Estanquillo Museum	19.4332695, -99.1361618	1295.2	1295.2	4.6
34	Museum of El Carmen	19.3453961, -99.1899237	2724.1	2724.1	4.7
35	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1056.5	1056.5	4.5
36	Museo Experimental el Eco	19.4334736, -99.1611887	1057.8	1057.8	4.2
37	Papalote Museo del Niño	19.4116523, -99.1947372	1780.9	1780.9	4.5
38	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1358.7	1358.7	4.5
39	Arte Carrillo Gil Museum	19.3494444, -99.1902778	2536.7	2536.7	4.5
40	Museo del Chocolate	19.4294462, -99.1572271	1112.6	1112.6	4.5
41	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1419.0	1419.0	4.4
42	The National Museum of San Carlos	19.4380689, -99.1520429	920.7	920.7	4.6
43	Museo Jumex	19.4404568, -99.20359330000001	1718.7	1718.7	4.6
44	Museo Casa de Carranza	19.4311935, -99.163468	1082.1	1082.1	4.6
45	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2520.6	2520.6	4.4
46	MODO Museo del Objeto	19.4202297, -99.15907620000002	1295.3	1295.3	4.5
47	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2754.4	2754.4	4.4
48	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1251.6	1251.6	4.7
49	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	2239.5	2239.5	4.6
50	Museo Universitario del Chopo	19.441993, -99.1567171	805.2	805.2	4.5
51	Regional Art Museum	19.5019399, -99.2116346	1686.5	1686.5	4.5
52	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1392.2	1392.2	4.2
53	House Museum of Memory Indómita	19.4276917, -99.1346883	1362.6	1362.6	4.5
54	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	6081.1	6081.1	4.1
55	Museum Tepexpan	19.613865, -98.947688	2366.3	2366.3	4.1
56	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	2618.4	2618.4	4.6
57	MI Indian Museum	19.4519111, -99.13131849999999	926.4	926.4	4.5
58	Museo del Caracol	19.4190145, -99.1834349	1463.5	1463.5	4.6
59	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2728.0	2728.0	4.2
60	Museo Nacional de la Estampa	19.4370531, -99.1427154	888.8	888.8	4.5
61	Mexican Art Gallery GAM	19.413262, -99.18703599999999	1587.4	1587.4	4.5
62	Galería Arte XXI	19.4303069, -99.19247949999999	1692.9	1692.9	4.3
63	PROYECTOSMONCLOVA	19.4210233, -99.1559418	1306.1	1306.1	4.5
64	kurimanzutto	19.411377, -99.18760499999999	1692.8	1692.8	4.5
65	Galeria Ethra	19.4453626, -99.1788344	1320.0	1320.0	4.1
66	OSCAR ROMÁN GALLERY ART AND DESIGN	19.4276202, -99.1975442	1830.5	1830.5	4.6
67	Málaga gallery. Contemporary art	19.371228, -99.182334	2307.4	2307.4	4.7
68	Arte Hoy Galería	19.3557992, -99.16672799999999	2421.8	2421.8	3.6
69	Galería Aguafuerte	19.416628, -99.16006	1346.2	1346.2	4.5
70	Arroniz Contemporary Art	19.418647, -99.161943	1336.0	1336.0	4.5
71	House of Gaga	19.4119833, -99.17119459999999	1536.1	1536.1	4.4
72	Machete: Latin American Contemporary Art Gallery	19.4231295, -99.15991819999999	1219.8	1219.8	4.7
73	Galería Casa Lamm	19.418845, -99.159166	1263.8	1263.8	4.6
74	LS / Galería | Galería de Arte Moderno y Contemporáneo	19.4304842, -99.2017032	1843.2	1843.2	4.3
75	Proyecto H Contemporáneo	19.4169736, -99.171982	1538.0	1538.0	5.0
76	ArtSpace Mexico	19.4086389, -99.17067779999999	1583.3	1583.3	4.5
77	PARQUE Galería	19.415567, -99.183673	1551.5	1551.5	4.2
78	DLonngi ART	19.4093708, -99.17856309999999	1648.1	1648.1	4.5
79	Jardín del Arte	19.4329512, -99.16193919999999	1042.2	1042.2	4.3
80	Galeria Art Forum S.A.	19.4050636, -99.241074	2606.4	2606.4	0.0
81	AURA GALERIAS	19.420764, -99.211207	2117.0	2117.0	4.8
82	Galería Hilario Galguera	19.4386784, -99.1616748	1105.8	1105.8	4.3
83	Galería RGR	19.4134518, -99.1845664	1609.3	1609.3	4.6
84	Galería de arte de la SHCP	19.435146, -99.1334973	1385.5	1385.5	4.6
85	Galería Mascota	19.417819, -99.170711	1391.9	1391.9	4.6
86	Carré d'artistes®	19.4307426, -99.19688959999999	1753.8	1753.8	4.5
87	INBA Galería José María Velasco	19.4479635, -99.13236239999999	825.3	825.3	4.4
88	101 Art Galleries	19.3827442, -99.2684606	2842.4	2842.4	3.3
89	Art point	19.4314498, -99.2026042	1940.8	1940.8	4.2
90	YAWÍ	19.4334666, -99.13429420000001	1203.4	1203.4	4.8
91	Traeger & Pinto Contemporary Art	19.41988, -99.160592	1378.5	1378.5	4.5
