Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	2314.3	2314.3	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	2405.6	2405.6	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	2913.0	2913.0	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	2353.4	2353.4	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	2458.0	2458.0	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	2405.1	2405.1	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	2396.7	2396.7	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	1606.3	1606.3	4.5
9	Memory and Tolerance Museum	19.4343297, -99.1413247	2525.5	2525.5	4.7
10	Museum of light	19.4362372, -99.1299945	2617.1	2617.1	4.5
11	Museo Dolores Olmedo	19.2656032, -99.1253409	878.3	878.3	4.7
12	Metro Museum	19.3752985, -99.1867425	1787.1	1787.1	4.4
13	University Museum Contemporary Art	19.3146858, -99.18540109999999	879.2	879.2	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	2343.4	2343.4	4.6
15	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	2026.9	2026.9	4.5
16	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1575.8	1575.8	4.5
17	Museo de la Charreria	19.4260403, -99.1372238	1965.5	1965.5	4.3
18	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	754.1	754.1	4.7
19	National Museum of Interventions	19.3550024, -99.14879499999999	1503.3	1503.3	4.6
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2623.2	2623.2	4.7
21	Palacio de Bellas Artes	19.4352, -99.1412	2261.2	2261.2	4.8
22	Universum	19.3114346, -99.1805749	1028.5	1028.5	4.6
23	Museo Anahuacalli	19.3231754, -99.1439285	1133.6	1133.6	4.7
24	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2348.2	2348.2	4.6
25	National Museum of Popular Culture	19.3497158, -99.1610225	1562.0	1562.0	4.5
26	Museo de Historia Natural	19.409833, -99.20151899999999	2388.1	2388.1	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	2566.5	2566.5	4.7
28	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	2117.9	2117.9	4.2
29	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	2998.3	2998.3	4.6
30	Estanquillo Museum	19.4332695, -99.1361618	2204.6	2204.6	4.6
31	Museum of El Carmen	19.3453961, -99.1899237	1252.1	1252.1	4.7
32	Papalote Museo del Niño	19.4116523, -99.1947372	2127.0	2127.0	4.5
33	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1418.2	1418.2	4.5
34	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	2387.4	2387.4	4.4
35	Museo del Chocolate	19.4294462, -99.1572271	2401.4	2401.4	4.5
36	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2604.6	2604.6	4.5
37	The National Museum of San Carlos	19.4380689, -99.1520429	2588.5	2588.5	4.6
38	Museo Jumex	19.4404568, -99.20359330000001	2396.6	2396.6	4.6
39	Museo Casa de Carranza	19.4311935, -99.163468	2596.8	2596.8	4.6
40	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3752.1	3752.1	4.4
41	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	2266.9	2266.9	4.8
42	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	2532.4	2532.4	4.5
43	Museo Experimental el Eco	19.4334736, -99.1611887	2633.1	2633.1	4.2
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	2420.4	2420.4	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2033.7	2033.7	4.4
46	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	2229.5	2229.5	4.7
47	Museo Universitario del Chopo	19.441993, -99.1567171	2754.9	2754.9	4.5
48	Regional Art Museum	19.5019399, -99.2116346	3139.8	3139.8	4.5
49	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	2542.9	2542.9	4.2
50	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	3512.0	3512.0	4.1
51	House Museum of Memory Indómita	19.4276917, -99.1346883	1970.0	1970.0	4.5
52	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1485.6	1485.6	4.6
53	Museo del Caracol	19.4190145, -99.1834349	2374.0	2374.0	4.6
54	MI Indian Museum	19.4519111, -99.13131849999999	2855.1	2855.1	4.5
55	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	3720.3	3720.3	4.2
56	Museo Nacional de la Estampa	19.4370531, -99.1427154	2391.0	2391.0	4.5
57	New Fire Museum	19.3481804, -99.0914754	2839.4	2839.4	4.4
58	Museo ídolos del Esto	19.4378735, -99.16012979999999	2701.5	2701.5	3.8
59	Museo Nacional de Historia, Castillo de Chapultepec	19.4204791, -99.1818236	2547.0	2547.0	4.5
60	National Museum of the Revolution	19.4361972, -99.15463330000001	2618.6	2618.6	4.6
61	Bosque de Chapultepec	19.4194815, -99.18945579999999	2461.7	2461.7	4.6
62	Parque Tezozómoc	19.4998595, -99.210754	3162.4	3162.4	4.4
63	Parque Bicentenario	19.4686896, -99.1972629	3586.0	3586.0	4.7
64	La Mexicana Park	19.3574615, -99.27052119999999	1875.4	1875.4	4.7
65	Parque Hundido	19.3782922, -99.17874719999999	1957.3	1957.3	4.6
66	Cerro de la Estrella National Park	19.3439269, -99.0914995	6557.3	6557.3	4.4
67	Alameda Central	19.4357353, -99.1439486	2428.2	2428.2	4.6
68	El Tepeyac National Park	19.5039634, -99.1078041	3774.5	3774.5	4.1
69	Parque Naucalli	19.4930556, -99.24083329999999	2784.7	2784.7	4.4
70	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	1982.2	1982.2	4.5
71	parque rosendo	19.3842214, -99.1872569	2126.4	2126.4	3.3
72	Parque Lincoln	19.4298155, -99.1992389	2215.0	2215.0	4.6
73	Tlalpan National Park	19.2961412, -99.1931443	692.5	692.5	4.6
