Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1936.6	1936.6	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	2192.9	2192.9	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1625.6	1625.6	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1565.9	1565.9	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1900.4	1900.4	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1572.3	1572.3	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	1630.7	1630.7	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	1668.7	1668.7	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	1692.7	1692.7	4.7
10	Palacio de Bellas Artes	19.4352, -99.1412	1533.2	1533.2	4.8
11	Museum of light	19.4362372, -99.1299945	1247.7	1247.7	4.5
12	Museo Dolores Olmedo	19.2656032, -99.1253409	3117.5	3117.5	4.7
13	Museo Franz Mayer	19.4369334, -99.14343400000001	1509.2	1509.2	4.6
14	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1600.2	1600.2	4.5
15	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1306.8	1306.8	4.5
16	Metro Museum	19.3752985, -99.1867425	1811.5	1811.5	4.4
17	University Museum Contemporary Art	19.3146858, -99.18540109999999	2678.5	2678.5	4.7
18	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2491.5	2491.5	4.1
19	National Museum of Interventions	19.3550024, -99.14879499999999	1598.2	1598.2	4.6
20	Museo de la Charreria	19.4260403, -99.1372238	1290.5	1290.5	4.3
21	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1571.3	1571.3	4.7
22	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2574.9	2574.9	4.7
23	Universum	19.3114346, -99.1805749	2710.1	2710.1	4.6
24	Museo Anahuacalli	19.3231754, -99.1439285	2168.6	2168.6	4.7
25	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1190.4	1190.4	4.6
26	Former College of San Ildefonso	19.436341, -99.1308634	1561.1	1561.1	4.7
27	Museo de Historia Natural	19.409833, -99.20151899999999	2222.4	2222.4	4.7
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1504.3	1504.3	4.6
29	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1463.7	1463.7	4.2
30	Estanquillo Museum	19.4332695, -99.1361618	1520.1	1520.1	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1538.9	1538.9	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	2276.5	2276.5	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	2188.8	2188.8	4.5
34	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1534.5	1534.5	4.5
35	Arte Carrillo Gil Museum	19.3494444, -99.1902778	2123.5	2123.5	4.5
36	Museo del Chocolate	19.4294462, -99.1572271	1734.4	1734.4	4.5
37	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1818.3	1818.3	4.4
38	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1572.0	1572.0	4.5
39	The National Museum of San Carlos	19.4380689, -99.1520429	1550.4	1550.4	4.6
40	Museo Jumex	19.4404568, -99.20359330000001	2118.0	2118.0	4.6
41	Museo Experimental el Eco	19.4334736, -99.1611887	1685.9	1685.9	4.2
42	Museo Casa de Carranza	19.4311935, -99.163468	1703.9	1703.9	4.6
43	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	1724.3	1724.3	4.4
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	1710.0	1710.0	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	1724.2	1724.2	4.4
46	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1501.5	1501.5	4.7
47	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	2644.4	2644.4	4.6
48	Museo Universitario del Chopo	19.441993, -99.1567171	1427.0	1427.0	4.5
49	Regional Art Museum	19.5019399, -99.2116346	2114.7	2114.7	4.5
50	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1875.8	1875.8	4.2
