Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1788.6	1788.6	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	3039.1	3039.1	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	2531.7	2531.7	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	2479.5	2479.5	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1932.3	1932.3	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	2517.1	2517.1	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	1103.4	1103.4	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	2278.1	2278.1	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	2637.5	2637.5	4.7
10	Museum of light	19.4362372, -99.1299945	2743.2	2743.2	4.5
11	Museo Franz Mayer	19.4369334, -99.14343400000001	2469.5	2469.5	4.6
12	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1106.2	1106.2	4.5
13	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	2153.0	2153.0	4.5
14	Metro Museum	19.3752985, -99.1867425	1149.8	1149.8	4.4
15	University Museum Contemporary Art	19.3146858, -99.18540109999999	397.3	397.3	4.7
16	Palacio de Bellas Artes	19.4352, -99.1412	2387.3	2387.3	4.8
17	National Museum of Interventions	19.3550024, -99.14879499999999	1353.4	1353.4	4.6
18	Museo de la Charreria	19.4260403, -99.1372238	2091.6	2091.6	4.3
19	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2749.3	2749.3	4.7
20	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	1222.9	1222.9	4.7
21	Museo Dolores Olmedo	19.2656032, -99.1253409	1381.8	1381.8	4.7
22	Universum	19.3114346, -99.1805749	622.0	622.0	4.6
23	Museo Anahuacalli	19.3231754, -99.1439285	1166.9	1166.9	4.7
24	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2474.3	2474.3	4.6
25	National Museum of Popular Culture	19.3497158, -99.1610225	1222.9	1222.9	4.5
26	Museo de Historia Natural	19.409833, -99.20151899999999	1862.4	1862.4	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	2692.6	2692.6	4.7
28	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	2258.1	2258.1	4.2
29	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	2456.9	2456.9	4.6
30	Estanquillo Museum	19.4332695, -99.1361618	2330.7	2330.7	4.6
31	Museum of El Carmen	19.3453961, -99.1899237	458.5	458.5	4.7
32	Papalote Museo del Niño	19.4116523, -99.1947372	1601.3	1601.3	4.5
33	Arte Carrillo Gil Museum	19.3494444, -99.1902778	624.6	624.6	4.5
34	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1861.7	1861.7	4.4
35	Museo del Chocolate	19.4294462, -99.1572271	2323.2	2323.2	4.5
36	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2730.7	2730.7	4.5
37	The National Museum of San Carlos	19.4380689, -99.1520429	2426.9	2426.9	4.6
38	Museo Jumex	19.4404568, -99.20359330000001	1870.9	1870.9	4.6
39	Museo Casa de Carranza	19.4311935, -99.163468	2184.2	2184.2	4.6
40	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3760.0	3760.0	4.4
41	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	2393.0	2393.0	4.8
42	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	2766.0	2766.0	4.5
43	Museo Experimental el Eco	19.4334736, -99.1611887	2204.1	2204.1	4.2
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	2280.1	2280.1	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2147.4	2147.4	4.4
