Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	591.3	591.3	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1344.4	1344.4	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	2051.8	2051.8	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1244.2	1244.2	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	578.0	578.0	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	997.8	997.8	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	739.2	739.2	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	1111.2	1111.2	4.5
9	Memory and Tolerance Museum	19.4343297, -99.1413247	1118.2	1118.2	4.7
10	Museum of light	19.4362372, -99.1299945	1705.7	1705.7	4.5
11	Museo Dolores Olmedo	19.2656032, -99.1253409	2419.8	2419.8	4.7
12	Metro Museum	19.3752985, -99.1867425	801.3	801.3	4.4
13	University Museum Contemporary Art	19.3146858, -99.18540109999999	1788.0	1788.0	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	1183.9	1183.9	4.6
15	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1165.7	1165.7	4.5
16	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1073.6	1073.6	4.5
17	Museo de la Charreria	19.4260403, -99.1372238	955.6	955.6	4.3
18	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2726.0	2726.0	4.1
19	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2267.2	2267.2	4.7
20	National Museum of Interventions	19.3550024, -99.14879499999999	1268.3	1268.3	4.6
21	Palacio de Bellas Artes	19.4352, -99.1412	1159.5	1159.5	4.8
22	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1678.9	1678.9	4.7
23	Universum	19.3114346, -99.1805749	2012.7	2012.7	4.6
24	Museo Anahuacalli	19.3231754, -99.1439285	1846.3	1846.3	4.7
25	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1447.9	1447.9	4.6
26	Museo de Historia Natural	19.409833, -99.20151899999999	733.4	733.4	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	1609.1	1609.1	4.7
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	946.8	946.8	4.6
29	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	942.5	942.5	4.2
30	Estanquillo Museum	19.4332695, -99.1361618	1293.3	1293.3	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1165.2	1165.2	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	1390.6	1390.6	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	371.6	371.6	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1203.2	1203.2	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1693.2	1693.2	4.5
36	Museo del Chocolate	19.4294462, -99.1572271	784.3	784.3	4.5
37	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	495.9	495.9	4.4
38	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1246.7	1246.7	4.5
39	The National Museum of San Carlos	19.4380689, -99.1520429	916.8	916.8	4.6
40	Museo Jumex	19.4404568, -99.20359330000001	1084.8	1084.8	4.6
41	Museo Experimental el Eco	19.4334736, -99.1611887	694.0	694.0	4.2
42	Museo Casa de Carranza	19.4311935, -99.163468	674.1	674.1	4.6
43	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2881.0	2881.0	4.4
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	741.2	741.2	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2047.4	2047.4	4.4
46	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1127.8	1127.8	4.7
47	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	2599.9	2599.9	4.6
48	Museo Universitario del Chopo	19.441993, -99.1567171	940.1	940.1	4.5
49	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	660.5	660.5	4.2
50	Museum Tepexpan	19.613865, -98.947688	2726.7	2726.7	4.1
51	Regional Art Museum	19.5019399, -99.2116346	1674.8	1674.8	4.5
52	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	5053.5	5053.5	4.1
53	House Museum of Memory Indómita	19.4276917, -99.1346883	1108.8	1108.8	4.5
54	MI Indian Museum	19.4519111, -99.13131849999999	1402.3	1402.3	4.5
55	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1284.9	1284.9	4.6
56	Museo del Caracol	19.4190145, -99.1834349	54.2	54.2	4.6
57	Museo Nacional de la Estampa	19.4370531, -99.1427154	1079.0	1079.0	4.5
58	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2373.3	2373.3	4.2
59	New Fire Museum	19.3481804, -99.0914754	2771.3	2771.3	4.4
60	Museo Chimaltonalli	19.4193983, -98.94406599999999	3942.6	3942.6	4.6
61	Bosque de Chapultepec	19.4194815, -99.18945579999999	740.9	740.9	4.6
62	Parque Tezozómoc	19.4998595, -99.210754	1697.4	1697.4	4.4
63	Parque Bicentenario	19.4686896, -99.1972629	1747.5	1747.5	4.7
64	Parque Hundido	19.3782922, -99.17874719999999	853.8	853.8	4.6
65	La Mexicana Park	19.3574615, -99.27052119999999	1238.6	1238.6	4.7
66	Cerro de la Estrella National Park	19.3439269, -99.0914995	6489.2	6489.2	4.4
67	Espejo de los Lirios Park	19.651843, -99.21830179999999	2749.8	2749.8	4.3
68	El Tepeyac National Park	19.5039634, -99.1078041	1886.4	1886.4	4.1
69	Parque Ecológico EHECATL	19.5943439, -99.0545412	2699.2	2699.2	4.5
70	Alameda Central	19.4357353, -99.1439486	1142.5	1142.5	4.6
71	Parque Naucalli	19.4930556, -99.24083329999999	1319.7	1319.7	4.4
72	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	1026.8	1026.8	4.5
73	parque rosendo	19.3842214, -99.1872569	889.6	889.6	3.3
74	Parque Lincoln	19.4298155, -99.1992389	735.0	735.0	4.6
75	Esculturas Park	19.65598, -99.2044432	2880.9	2880.9	4.4
76	Ehécatl Ecological Park	19.58903, -99.048645	2430.6	2430.6	4.4
77	Tlalpan National Park	19.2961412, -99.1931443	1734.7	1734.7	4.6
78	Parque España	19.4153363, -99.1711504	371.7	371.7	4.5
79	PARQUE MASAYOSHI OHIRA	19.3524417, -99.14218609999999	1849.7	1849.7	4.3
