Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1092.2	1092.2	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	2650.4	2650.4	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1902.1	1902.1	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1801.9	1801.9	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1235.9	1235.9	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1555.5	1555.5	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	1857.1	1857.1	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	1446.1	1446.1	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	1675.9	1675.9	4.7
10	Palacio de Bellas Artes	19.4352, -99.1412	1731.4	1731.4	4.8
11	Museo Dolores Olmedo	19.2656032, -99.1253409	2846.1	2846.1	4.7
12	Museo Franz Mayer	19.4369334, -99.14343400000001	1741.6	1741.6	4.6
13	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1819.5	1819.5	4.5
14	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1971.6	1971.6	4.5
15	Metro Museum	19.3752985, -99.1867425	1533.6	1533.6	4.4
16	University Museum Contemporary Art	19.3146858, -99.18540109999999	2214.3	2214.3	4.7
17	Museum of Man Tepexpan	19.6139084, -98.94735569999999	3320.3	3320.3	4.1
18	National Museum of Interventions	19.3550024, -99.14879499999999	2014.2	2014.2	4.6
19	Museo de la Charreria	19.4260403, -99.1372238	1761.5	1761.5	4.3
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2236.6	2236.6	4.7
21	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2740.7	2740.7	4.7
22	Universum	19.3114346, -99.1805749	2439.0	2439.0	4.6
23	Museo Anahuacalli	19.3231754, -99.1439285	2592.2	2592.2	4.7
24	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2005.6	2005.6	4.6
25	Former College of San Ildefonso	19.436341, -99.1308634	2172.9	2172.9	4.7
26	Museo de Historia Natural	19.409833, -99.20151899999999	1188.9	1188.9	4.7
27	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1539.7	1539.7	4.6
28	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1802.2	1802.2	4.2
29	Estanquillo Museum	19.4332695, -99.1361618	1955.3	1955.3	4.6
30	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1737.1	1737.1	4.8
31	Museum of El Carmen	19.3453961, -99.1899237	1892.4	1892.4	4.7
32	Papalote Museo del Niño	19.4116523, -99.1947372	1075.5	1075.5	4.5
33	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2218.5	2218.5	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1705.0	1705.0	4.5
35	Museo del Chocolate	19.4294462, -99.1572271	1408.2	1408.2	4.5
36	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1165.3	1165.3	4.4
37	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1804.4	1804.4	4.5
38	The National Museum of San Carlos	19.4380689, -99.1520429	1509.7	1509.7	4.6
39	Museo Jumex	19.4404568, -99.20359330000001	662.6	662.6	4.6
40	Museo Experimental el Eco	19.4334736, -99.1611887	1240.4	1240.4	4.2
41	Museo Casa de Carranza	19.4311935, -99.163468	1210.8	1210.8	4.6
42	Museum of light	19.4362372, -99.1299945	2231.0	2231.0	4.5
43	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3475.3	3475.3	4.4
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	1565.6	1565.6	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2793.3	2793.3	4.4
46	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1813.7	1813.7	4.7
47	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	3194.2	3194.2	4.6
48	Museo Universitario del Chopo	19.441993, -99.1567171	1533.0	1533.0	4.5
49	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1479.7	1479.7	4.2
50	Regional Art Museum	19.5019399, -99.2116346	1615.5	1615.5	4.5
51	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	5479.8	5479.8	4.1
52	House Museum of Memory Indómita	19.4276917, -99.1346883	1914.7	1914.7	4.5
53	MI Indian Museum	19.4519111, -99.13131849999999	1998.7	1998.7	4.5
54	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1924.5	1924.5	4.6
55	Museo del Caracol	19.4190145, -99.1834349	1370.5	1370.5	4.6
56	Museo Nacional de la Estampa	19.4370531, -99.1427154	1636.7	1636.7	4.5
57	Museum Tepexpan	19.613865, -98.947688	3321.0	3321.0	4.1
58	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2077.0	2077.0	4.2
59	New Fire Museum	19.3481804, -99.0914754	3517.2	3517.2	4.4
60	Museo Chimaltonalli	19.4193983, -98.94406599999999	4663.3	4663.3	4.6
61	Bosque de Chapultepec	19.4194815, -99.18945579999999	1383.1	1383.1	4.6
