Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	7239.8	7239.8	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	8867.6	8867.6	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	8106.6	8106.6	4.8
4	Memory and Tolerance Museum	19.4343297, -99.1413247	7880.4	7880.4	4.7
5	Museo de Arte Popular	19.433958, -99.1462631	7760.0	7760.0	4.7
6	Interactive Museum of Economics	19.4353495, -99.13836459999999	8006.4	8006.4	4.6
7	Museo Dolores Olmedo	19.2656032, -99.1253409	7363.8	7363.8	4.7
8	Museo de Cera	19.4285278, -99.15708079999999	7555.0	7555.0	4.6
9	Museo Franz Mayer	19.4369334, -99.14343400000001	7946.1	7946.1	4.6
10	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	7554.7	7554.7	4.5
11	Frida Kahlo Museum	19.3551806, -99.1624636	7592.3	7592.3	4.5
12	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	7981.5	7981.5	4.5
13	Museo de Arte Moderno	19.4228316, -99.1797258	7383.5	7383.5	4.6
14	National Museum of Interventions	19.3550024, -99.14879499999999	7749.4	7749.4	4.6
15	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	8441.1	8441.1	4.7
16	University Museum Contemporary Art	19.3146858, -99.18540109999999	7012.1	7012.1	4.7
17	Palacio de Bellas Artes	19.4352, -99.1412	7935.9	7935.9	4.8
18	Universum	19.3114346, -99.1805749	7161.4	7161.4	4.6
19	Museo Anahuacalli	19.3231754, -99.1439285	7644.0	7644.0	4.7
20	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	8210.1	8210.1	4.6
21	Museum of light	19.4362372, -99.1299945	8435.5	8435.5	4.5
22	Metro Museum	19.3752985, -99.1867425	7296.9	7296.9	4.4
23	Museo de la Charreria	19.4260403, -99.1372238	7771.4	7771.4	4.3
