Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1224.4	1224.4	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	2720.2	2720.2	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	2212.8	2212.8	4.8
4	Memory and Tolerance Museum	19.4343297, -99.1413247	2073.3	2073.3	4.7
5	Museo de Arte Popular	19.433958, -99.1462631	1952.9	1952.9	4.7
6	Interactive Museum of Economics	19.4353495, -99.13836459999999	2160.6	2160.6	4.6
7	Museo Dolores Olmedo	19.2656032, -99.1253409	1872.4	1872.4	4.7
8	Museo de Cera	19.4285278, -99.15708079999999	1713.9	1713.9	4.6
9	Museo Franz Mayer	19.4369334, -99.14343400000001	2150.6	2150.6	4.6
10	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	893.7	893.7	4.5
11	Palacio de Bellas Artes	19.4352, -99.1412	2068.4	2068.4	4.8
12	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1834.1	1834.1	4.5
13	National Museum of Interventions	19.3550024, -99.14879499999999	1088.4	1088.4	4.6
14	Frida Kahlo Museum	19.3551806, -99.1624636	931.3	931.3	4.5
15	Museo de Arte Moderno	19.4228316, -99.1797258	1368.1	1368.1	4.6
16	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2430.4	2430.4	4.7
17	University Museum Contemporary Art	19.3146858, -99.18540109999999	887.9	887.9	4.7
18	Universum	19.3114346, -99.1805749	1112.6	1112.6	4.6
19	Museo Anahuacalli	19.3231754, -99.1439285	1666.4	1666.4	4.7
20	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2155.4	2155.4	4.6
21	Museum of light	19.4362372, -99.1299945	2424.3	2424.3	4.5
22	Metro Museum	19.3752985, -99.1867425	635.0	635.0	4.4
23	Museum of Man Tepexpan	19.6139084, -98.94735569999999	3671.9	3671.9	4.1
24	Museo de la Charreria	19.4260403, -99.1372238	1772.7	1772.7	4.3
25	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	1713.5	1713.5	4.7
26	Museo de Historia Natural	19.409833, -99.20151899999999	1298.2	1298.2	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	2373.7	2373.7	4.7
28	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1693.3	1693.3	4.2
29	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1892.7	1892.7	4.6
30	Estanquillo Museum	19.4332695, -99.1361618	2011.8	2011.8	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	2074.1	2074.1	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	397.8	397.8	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	1037.1	1037.1	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	210.4	210.4	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2411.8	2411.8	4.5
36	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1297.5	1297.5	4.4
37	Museo del Chocolate	19.4294462, -99.1572271	1759.0	1759.0	4.5
38	The National Museum of San Carlos	19.4380689, -99.1520429	1862.7	1862.7	4.6
39	Museo Jumex	19.4404568, -99.20359330000001	1306.7	1306.7	4.6
40	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	2201.8	2201.8	4.5
41	National Museum of Popular Culture	19.3497158, -99.1610225	1135.0	1135.0	4.5
42	Museo Casa de Carranza	19.4311935, -99.163468	1620.0	1620.0	4.6
43	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3480.1	3480.1	4.4
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	1715.9	1715.9	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	1867.5	1867.5	4.4
46	Museo Experimental el Eco	19.4334736, -99.1611887	1639.9	1639.9	4.2
47	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	2036.7	2036.7	4.7
48	Museo Universitario del Chopo	19.441993, -99.1567171	1886.0	1886.0	4.5
49	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	3545.8	3545.8	4.6
50	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	4506.1	4506.1	4.1
51	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1639.6	1639.6	4.2
52	Regional Art Museum	19.5019399, -99.2116346	2049.9	2049.9	4.5
53	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	568.0	568.0	4.6
54	House Museum of Memory Indómita	19.4276917, -99.1346883	1777.2	1777.2	4.5
55	Museo del Caracol	19.4190145, -99.1834349	1284.1	1284.1	4.6
56	MI Indian Museum	19.4519111, -99.13131849999999	2348.2	2348.2	4.5
57	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2630.4	2630.4	4.2
58	Museo Nacional de la Estampa	19.4370531, -99.1427154	2034.1	2034.1	4.5
59	New Fire Museum	19.3481804, -99.0914754	2591.4	2591.4	4.4
60	Museo ídolos del Esto	19.4378735, -99.16012979999999	1826.5	1826.5	3.8
61	Bosque de Chapultepec	19.4194815, -99.18945579999999	1371.8	1371.8	4.6
62	Parque Tezozómoc	19.4998595, -99.210754	2072.5	2072.5	4.4
63	Parque Bicentenario	19.4686896, -99.1972629	2496.1	2496.1	4.7
64	La Mexicana Park	19.3574615, -99.27052119999999	1746.4	1746.4	4.7
65	Parque Hundido	19.3782922, -99.17874719999999	867.4	867.4	4.6
66	Cerro de la Estrella National Park	19.3439269, -99.0914995	6309.3	6309.3	4.4
67	Parque Ecológico EHECATL	19.5943439, -99.0545412	3645.1	3645.1	4.5
68	Alameda Central	19.4357353, -99.1439486	2097.6	2097.6	4.6
69	Parque Naucalli	19.4930556, -99.24083329999999	1694.8	1694.8	4.4
70	El Tepeyac National Park	19.5039634, -99.1078041	2832.3	2832.3	4.1
71	parque rosendo	19.3842214, -99.1872569	1071.6	1071.6	3.3
72	Parque Lincoln	19.4298155, -99.1992389	1125.1	1125.1	4.6
73	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	892.3	892.3	4.5
74	Ehécatl Ecological Park	19.58903, -99.048645	3376.5	3376.5	4.4
75	Tlalpan National Park	19.2961412, -99.1931443	1126.8	1126.8	4.6
76	Parque España	19.4153363, -99.1711504	1350.8	1350.8	4.5
77	PARQUE MASAYOSHI OHIRA	19.3524417, -99.14218609999999	1669.8	1669.8	4.3
78	Parque El Batán	19.3327776, -99.2060024	667.7	667.7	4.3
79	Azcatl Paqui	19.4728199, -99.20634319999999	1826.0	1826.0	4.0
