Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	2300.8	2300.8	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	2719.4	2719.4	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	2212.0	2212.0	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	2159.8	2159.8	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	2444.5	2444.5	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	2211.5	2211.5	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	1412.7	1412.7	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	2203.1	2203.1	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	2331.9	2331.9	4.7
10	Palacio de Bellas Artes	19.4352, -99.1412	2067.6	2067.6	4.8
11	Museum of light	19.4362372, -99.1299945	2423.5	2423.5	4.5
12	Museo Dolores Olmedo	19.2656032, -99.1253409	1116.3	1116.3	4.7
13	Museo Franz Mayer	19.4369334, -99.14343400000001	2149.8	2149.8	4.6
14	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1382.2	1382.2	4.5
15	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1833.3	1833.3	4.5
16	Metro Museum	19.3752985, -99.1867425	1593.5	1593.5	4.4
17	University Museum Contemporary Art	19.3146858, -99.18540109999999	885.5	885.5	4.7
18	National Museum of Interventions	19.3550024, -99.14879499999999	1309.7	1309.7	4.6
19	Museo de la Charreria	19.4260403, -99.1372238	1771.9	1771.9	4.3
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2429.6	2429.6	4.7
21	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	957.4	957.4	4.7
22	Universum	19.3114346, -99.1805749	917.1	917.1	4.6
23	Museo Anahuacalli	19.3231754, -99.1439285	785.2	785.2	4.7
24	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2154.6	2154.6	4.6
25	Museo de Historia Natural	19.409833, -99.20151899999999	2374.6	2374.6	4.7
26	Former College of San Ildefonso	19.436341, -99.1308634	2372.9	2372.9	4.7
27	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1924.3	1924.3	4.2
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	2804.7	2804.7	4.6
