Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	2455.3	2455.3	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	2212.8	2212.8	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	2720.2	2720.2	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	2160.6	2160.6	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	2599.0	2599.0	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	2212.3	2212.3	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	2203.9	2203.9	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	1063.9	1063.9	4.5
9	Memory and Tolerance Museum	19.4343297, -99.1413247	2332.7	2332.7	4.7
10	Museum of light	19.4362372, -99.1299945	2424.3	2424.3	4.5
11	Museo Dolores Olmedo	19.2656032, -99.1253409	1496.3	1496.3	4.7
12	Metro Museum	19.3752985, -99.1867425	1594.3	1594.3	4.4
13	University Museum Contemporary Art	19.3146858, -99.18540109999999	1025.3	1025.3	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	2150.6	2150.6	4.6
15	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1834.1	1834.1	4.5
16	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1383.0	1383.0	4.5
17	Museo de la Charreria	19.4260403, -99.1372238	1772.7	1772.7	4.3
18	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	953.7	953.7	4.7
19	National Museum of Interventions	19.3550024, -99.14879499999999	1029.0	1029.0	4.6
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2430.4	2430.4	4.7
21	Universum	19.3114346, -99.1805749	1056.9	1056.9	4.6
22	Museo Anahuacalli	19.3231754, -99.1439285	190.2	190.2	4.7
23	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2155.4	2155.4	4.6
24	Museo de Historia Natural	19.409833, -99.20151899999999	2529.1	2529.1	4.7
25	Former College of San Ildefonso	19.436341, -99.1308634	2373.7	2373.7	4.7
26	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	2074.1	2074.1	4.8
27	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1925.1	1925.1	4.2
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	2805.5	2805.5	4.6
29	Estanquillo Museum	19.4332695, -99.1361618	2011.8	2011.8	4.6
30	Museum of El Carmen	19.3453961, -99.1899237	1313.4	1313.4	4.7
31	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	2339.6	2339.6	4.5
32	Museo Experimental el Eco	19.4334736, -99.1611887	2440.3	2440.3	4.2
33	Papalote Museo del Niño	19.4116523, -99.1947372	2359.7	2359.7	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1335.9	1335.9	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2411.8	2411.8	4.5
36	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	2516.9	2516.9	4.4
37	Museo del Chocolate	19.4294462, -99.1572271	2208.6	2208.6	4.5
38	The National Museum of San Carlos	19.4380689, -99.1520429	2395.7	2395.7	4.6
39	Museo Jumex	19.4404568, -99.20359330000001	2629.3	2629.3	4.6
40	Museo Casa de Carranza	19.4311935, -99.163468	2404.0	2404.0	4.6
41	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3559.3	3559.3	4.4
42	MODO Museo del Objeto	19.4202297, -99.15907620000002	2227.6	2227.6	4.5
43	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	1922.7	1922.7	4.4
44	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	2036.7	2036.7	4.7
45	Palacio de Bellas Artes	19.4352, -99.1412	2068.4	2068.4	4.8
46	Museo Universitario del Chopo	19.441993, -99.1567171	2562.1	2562.1	4.5
47	Regional Art Museum	19.5019399, -99.2116346	3268.1	3268.1	4.5
48	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	2350.1	2350.1	4.2
49	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	3947.9	3947.9	4.1
50	House Museum of Memory Indómita	19.4276917, -99.1346883	1777.2	1777.2	4.5
51	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1073.5	1073.5	4.6
52	Museo del Caracol	19.4190145, -99.1834349	2406.6	2406.6	4.6
53	MI Indian Museum	19.4519111, -99.13131849999999	2662.3	2662.3	4.5
54	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	3953.0	3953.0	4.2
55	Museo Nacional de la Estampa	19.4370531, -99.1427154	2198.2	2198.2	4.5
56	New Fire Museum	19.3481804, -99.0914754	2646.6	2646.6	4.4
57	Museo ídolos del Esto	19.4378735, -99.16012979999999	2508.7	2508.7	3.8
58	Museo Nacional de Historia, Castillo de Chapultepec	19.4204791, -99.1818236	2354.2	2354.2	4.5
59	National Museum of the Revolution	19.4361972, -99.15463330000001	2425.8	2425.8	4.6
60	Museo Numismático Nacional	19.4396939, -99.1303667	2328.7	2328.7	4.6
61	Bosque de Chapultepec	19.4194815, -99.18945579999999	2602.7	2602.7	4.6
62	Parque Tezozómoc	19.4998595, -99.210754	3290.7	3290.7	4.4
63	Parque Bicentenario	19.4686896, -99.1972629	3609.6	3609.6	4.7
64	La Mexicana Park	19.3574615, -99.27052119999999	2308.7	2308.7	4.7
65	Parque Hundido	19.3782922, -99.17874719999999	1856.4	1856.4	4.6
66	Cerro de la Estrella National Park	19.3439269, -99.0914995	6364.5	6364.5	4.4
67	El Tepeyac National Park	19.5039634, -99.1078041	3581.7	3581.7	4.1
68	Alameda Central	19.4357353, -99.1439486	2235.4	2235.4	4.6
69	Parque Naucalli	19.4930556, -99.24083329999999	2913.0	2913.0	4.4
70	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	2110.5	2110.5	4.5
71	parque rosendo	19.3842214, -99.1872569	1933.6	1933.6	3.3
72	Parque Lincoln	19.4298155, -99.1992389	2447.7	2447.7	4.6
73	Ehécatl Ecological Park	19.58903, -99.048645	4125.9	4125.9	4.4
74	Tlalpan National Park	19.2961412, -99.1931443	1266.9	1266.9	4.6
75	Parque España	19.4153363, -99.1711504	2419.8	2419.8	4.5
76	PARQUE MASAYOSHI OHIRA	19.3524417, -99.14218609999999	1144.4	1144.4	4.3
77	Parque El Batán	19.3327776, -99.2060024	1390.2	1390.2	4.3
78	Azcatl Paqui	19.4728199, -99.20634319999999	3044.2	3044.2	4.0
79	Parque Lineal	19.4422863, -99.19160680000002	3037.7	3037.7	3.9
80	María Enriqueta Park	19.39945, -99.16717609999999	2045.1	2045.1	4.3
81	Iztaccíhuatl "José Mariano Muciño" Park	19.390052, -99.1350654	1303.4	1303.4	4.3
82	Arboledas Park	19.3779458, -99.16237129999999	1748.8	1748.8	4.5
83	Alfonso Esparza Oteo Park	19.3895948, -99.177103	1981.6	1981.6	4.5
84	Recreativo Familiar Caneguin Park	19.4549443, -99.20543839999999	2699.8	2699.8	4.3
85	Tlaltecahuacan Park	19.5837198, -98.8791858	4901.8	4901.8	4.3
86	Parque Xicoténcatl	19.3563455, -99.15073989999999	1025.1	1025.1	4.3
87	Jardin Centenario	19.3492985, -99.16380029999999	1147.8	1147.8	4.6
88	Parque Acacias	19.3641186, -99.17407709999999	1390.1	1390.1	4.4
89	parque pantitlan	19.4152253, -99.05840859999999	2347.3	2347.3	3.8
90	Parque Ecológico EHECATL	19.5943439, -99.0545412	4394.5	4394.5	4.5
91	Mariano Matamoros Park	19.3858723, -99.1303425	1407.1	1407.1	4.1
92	Huayamilpas Ecological Park	19.3242607, -99.1504593	456.1	456.1	4.0
93	Parque Hundido Bosque De Echegaray	19.49102, -99.2314205	2821.4	2821.4	4.4
94	Parque San Lorenzo	19.3760197, -99.1767507	1849.4	1849.4	4.5
95	Parque Patolli	19.3691968, -99.00818389999999	2953.0	2953.0	3.8
96	Parque Eco-Turistico Santa Maria Mazatla	19.4934502, -99.3927353	5024.4	5024.4	4.8
97	Parque Ecologico Tarango	19.3468874, -99.2513898	1874.0	1874.0	4.2
98	PUBLICO "PEDRO PLASCENCIA SALINAS" Park	19.4363133, -99.17536229999999	2526.4	2526.4	4.2
99	San Simón Ticumac Park	19.3747984, -99.1430946	1477.7	1477.7	4.1
100	Jesus Galindo y Villa Park	19.4128475, -99.09797669999999	1755.5	1755.5	4.4
101	Jardín del Arte (Parque Tlacoquemécatl)	19.3786085, -99.17170829999999	1935.8	1935.8	4.4
102	ACTEAL Park	19.4129173, -99.0681393	2194.1	2194.1	4.0
103	Cañitas Park	19.4534696, -99.17757569999999	3105.0	3105.0	4.1
104	Parque ecológico Presa Tarango	19.3606403, -99.2150303	2298.1	2298.1	4.1
105	Parque Pombo	19.3925015, -99.1834274	1978.1	1978.1	4.3
106	Cumbres del Ajusco National Park	19.1645013, -99.2922823	4694.9	4694.9	4.6
107	Parque Escuela Urbano Ecológico Iztacalco	19.3982073, -99.0607351	2382.8	2382.8	4.4
108	Parque San Luis Potosi	19.3480516, -99.18697949999999	1184.5	1184.5	4.3
109	Patoli Park	19.377046, -99.05976509999999	2446.5	2446.5	4.0
110	Niño Quemado Park	19.4375154, -99.08579549999999	2106.6	2106.6	4.0
111	PARQUE RECREATIVO MIRAVALLE	19.4092655, -99.0687284	2199.2	2199.2	3.9
112	Uno Park	19.3457255, -99.03482059999999	2613.3	2613.3	3.8
