Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1038.6	1038.6	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1959.0	1959.0	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	2666.4	2666.4	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1858.8	1858.8	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1182.3	1182.3	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1612.4	1612.4	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	1627.3	1627.3	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	1353.8	1353.8	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	1732.8	1732.8	4.7
10	Museo Franz Mayer	19.4369334, -99.14343400000001	1798.5	1798.5	4.6
11	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1589.7	1589.7	4.5
12	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1780.3	1780.3	4.5
13	Metro Museum	19.3752985, -99.1867425	1303.8	1303.8	4.4
14	University Museum Contemporary Art	19.3146858, -99.18540109999999	1984.5	1984.5	4.7
15	National Museum of Interventions	19.3550024, -99.14879499999999	1784.4	1784.4	4.6
16	Museum of Man Tepexpan	19.6139084, -98.94735569999999	3382.6	3382.6	4.1
17	Museo de la Charreria	19.4260403, -99.1372238	1570.2	1570.2	4.3
18	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2293.5	2293.5	4.7
19	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2386.4	2386.4	4.7
20	Museo Dolores Olmedo	19.2656032, -99.1253409	2539.0	2539.0	4.7
21	Universum	19.3114346, -99.1805749	2209.2	2209.2	4.6
22	Museo Anahuacalli	19.3231754, -99.1439285	2362.4	2362.4	4.7
23	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2062.5	2062.5	4.6
24	Former College of San Ildefonso	19.436341, -99.1308634	2229.8	2229.8	4.7
25	Museo de Historia Natural	19.409833, -99.20151899999999	662.5	662.5	4.7
26	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1557.1	1557.1	4.2
27	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1603.4	1603.4	4.6
28	Estanquillo Museum	19.4332695, -99.1361618	1907.9	1907.9	4.6
29	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1779.8	1779.8	4.8
30	Museum of El Carmen	19.3453961, -99.1899237	1662.6	1662.6	4.7
31	Papalote Museo del Niño	19.4116523, -99.1947372	788.6	788.6	4.5
32	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2349.8	2349.8	4.5
33	Museo del Chocolate	19.4294462, -99.1572271	1398.9	1398.9	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1475.2	1475.2	4.5
35	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1111.7	1111.7	4.4
36	The National Museum of San Carlos	19.4380689, -99.1520429	1573.4	1573.4	4.6
37	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1861.3	1861.3	4.5
38	Museo Jumex	19.4404568, -99.20359330000001	1224.9	1224.9	4.6
39	Museo Casa de Carranza	19.4311935, -99.163468	1310.4	1310.4	4.6
40	Museo Experimental el Eco	19.4334736, -99.1611887	1362.8	1362.8	4.2
41	Palacio de Bellas Artes	19.4352, -99.1412	1774.1	1774.1	4.8
42	Museum of light	19.4362372, -99.1299945	2362.3	2362.3	4.5
43	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3618.2	3618.2	4.4
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	1355.8	1355.8	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2563.5	2563.5	4.4
46	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1742.4	1742.4	4.7
47	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	3256.5	3256.5	4.6
48	Museo Universitario del Chopo	19.441993, -99.1567171	1596.7	1596.7	4.5
49	Regional Art Museum	19.5019399, -99.2116346	1851.4	1851.4	4.5
50	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1275.1	1275.1	4.2
51	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	5172.7	5172.7	4.1
52	House Museum of Memory Indómita	19.4276917, -99.1346883	1723.4	1723.4	4.5
53	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1694.7	1694.7	4.6
54	MI Indian Museum	19.4519111, -99.13131849999999	2058.9	2058.9	4.5
55	Museo del Caracol	19.4190145, -99.1834349	924.0	924.0	4.6
56	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2539.2	2539.2	4.2
57	Museo Nacional de la Estampa	19.4370531, -99.1427154	1693.6	1693.6	4.5
58	Museum Tepexpan	19.613865, -98.947688	3383.3	3383.3	4.1
59	New Fire Museum	19.3481804, -99.0914754	3287.4	3287.4	4.4
60	Museo ídolos del Esto	19.4378735, -99.16012979999999	1537.2	1537.2	3.8
61	Bosque de Chapultepec	19.4194815, -99.18945579999999	1186.0	1186.0	4.6
62	Parque Tezozómoc	19.4998595, -99.210754	1874.0	1874.0	4.4
63	Parque Bicentenario	19.4686896, -99.1972629	2297.6	2297.6	4.7
64	La Mexicana Park	19.3574615, -99.27052119999999	899.7	899.7	4.7
65	Parque Hundido	19.3782922, -99.17874719999999	1299.5	1299.5	4.6
66	Cerro de la Estrella National Park	19.3439269, -99.0914995	7005.3	7005.3	4.4
67	Espejo de los Lirios Park	19.651843, -99.21830179999999	2915.7	2915.7	4.3
68	Parque Ecológico EHECATL	19.5943439, -99.0545412	3355.8	3355.8	4.5
69	El Tepeyac National Park	19.5039634, -99.1078041	2543.0	2543.0	4.1
70	Alameda Central	19.4357353, -99.1439486	1757.1	1757.1	4.6
71	Parque Naucalli	19.4930556, -99.24083329999999	1496.3	1496.3	4.4
72	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	1005.5	1005.5	4.5
73	parque rosendo	19.3842214, -99.1872569	1087.4	1087.4	3.3
74	Parque Lincoln	19.4298155, -99.1992389	1149.8	1149.8	4.6
75	Esculturas Park	19.65598, -99.2044432	3046.8	3046.8	4.4
76	Ehécatl Ecological Park	19.58903, -99.048645	3087.2	3087.2	4.4
77	Tlalpan National Park	19.2961412, -99.1931443	1853.9	1853.9	4.6
78	Parque España	19.4153363, -99.1711504	986.3	986.3	4.5
79	PARQUE MASAYOSHI OHIRA	19.3524417, -99.14218609999999	2365.8	2365.8	4.3
80	Parque El Batán	19.3327776, -99.2060024	1489.5	1489.5	4.3
81	Azcatl Paqui	19.4728199, -99.20634319999999	1627.5	1627.5	4.0
82	Parque Lineal	19.4422863, -99.19160680000002	1622.1	1622.1	3.9
83	María Enriqueta Park	19.39945, -99.16717609999999	1170.5	1170.5	4.3
84	Iztaccíhuatl "José Mariano Muciño" Park	19.390052, -99.1350654	1805.3	1805.3	4.3
85	Arboledas Park	19.3779458, -99.16237129999999	1668.5	1668.5	4.5
86	Bombilla Park	19.346807, -99.18619540000002	1816.7	1816.7	4.6
87	Alfonso Esparza Oteo Park	19.3895948, -99.177103	1202.1	1202.1	4.5
88	Recreativo Familiar Caneguin Park	19.4549443, -99.20543839999999	1283.1	1283.1	4.3
89	Parque Xicoténcatl	19.3563455, -99.15073989999999	1778.5	1778.5	4.3
90	Parque Acacias	19.3641186, -99.17407709999999	1571.7	1571.7	4.4
91	parque pantitlan	19.4152253, -99.05840859999999	2389.2	2389.2	3.8
92	Mariano Matamoros Park	19.3858723, -99.1303425	1793.2	1793.2	4.1
93	Huayamilpas Ecological Park	19.3242607, -99.1504593	2474.8	2474.8	4.0
94	Parque Hundido Bosque De Echegaray	19.49102, -99.2314205	1404.7	1404.7	4.4
95	Parque San Lorenzo	19.3760197, -99.1767507	1396.4	1396.4	4.5
96	Parque Patolli	19.3691968, -99.00818389999999	2994.9	2994.9	3.8
97	Parque Ecologico Tarango	19.3468874, -99.2513898	1044.8	1044.8	4.2
98	Parque Eco-Turistico Santa Maria Mazatla	19.4934502, -99.3927353	3499.8	3499.8	4.8
99	PUBLICO "PEDRO PLASCENCIA SALINAS" Park	19.4363133, -99.17536229999999	1354.1	1354.1	4.2
100	Jesus Galindo y Villa Park	19.4128475, -99.09797669999999	1814.4	1814.4	4.4
101	San Simón Ticumac Park	19.3747984, -99.1430946	1798.2	1798.2	4.1
102	Jardín del Arte (Parque Tlacoquemécatl)	19.3786085, -99.17170829999999	1535.0	1535.0	4.4
103	ACTEAL Park	19.4129173, -99.0681393	2236.0	2236.0	4.0
104	Cañitas Park	19.4534696, -99.17757569999999	1779.5	1779.5	4.1
105	Parque ecológico Presa Tarango	19.3606403, -99.2150303	1292.0	1292.0	4.1
106	Parque Pombo	19.3925015, -99.1834274	1090.9	1090.9	4.3
107	Cumbres del Ajusco National Park	19.1645013, -99.2922823	6127.6	6127.6	4.6
108	Parque Escuela Urbano Ecológico Iztacalco	19.3982073, -99.0607351	2424.7	2424.7	4.4
109	Parque San Luis Potosi	19.3480516, -99.18697949999999	1795.1	1795.1	4.3
110	Patoli Park	19.377046, -99.05976509999999	2552.1	2552.1	4.0
111	Niño Quemado Park	19.4375154, -99.08579549999999	2165.5	2165.5	4.0
112	PARQUE RECREATIVO MIRAVALLE	19.4092655, -99.0687284	2241.1	2241.1	3.9
113	Uno Park	19.3457255, -99.03482059999999	3100.5	3100.5	3.8
114	Pushkin Garden	19.4202716, -99.15464659999999	1330.8	1330.8	4.4
115	Parque Ecológico Las Aguilas	19.3525479, -99.2056059	1209.5	1209.5	4.4
116	Pascual Ortíz Rubio Public Park	19.3708583, -99.16879519999999	1655.4	1655.4	4.4
117	Parque Alerces	19.4045362, -99.24745940000001	934.9	934.9	4.4
118	Parque de las Montañas	19.347912, -99.12335829999999	2153.6	2153.6	4.3
119	Parque ecologico "LA LOMA"	19.3281493, -99.2426861	1749.0	1749.0	4.1
120	Gustavo A. Madero Park	19.4907245, -99.1181194	2477.9	2477.9	3.9
121	Zoológico de Chapultepec	19.4232085, -99.1895256	1126.9	1126.9	4.1
122	Zoo San Juan De Aragon	19.4611421, -99.0811449	2606.8	2606.8	4.1
123	Zoológico Los Coyotes	19.319074, -99.1217271	2467.4	2467.4	4.4
124	Parque Del Pueblo Zoologico	19.3939725, -99.00573419999999	3201.2	3201.2	4.2
125	Rectory Lord of Marvels	19.3832188, -99.14915429999999	1785.9	1785.9	4.6
126	Basilica of Our Lady of Guadalupe	19.4848572, -99.1178616	2171.1	2171.1	4.7
127	Parroquia de Santa María la Redonda	19.4411626, -99.140851	1736.6	1736.6	4.4
128	Parroquia San Juan Bautista	19.3489222, -99.16232889999999	1903.9	1903.9	4.7
129	Parroquia de Santa Catalina	19.3786023, -99.2084505	1064.1	1064.1	4.5
130	Iglesia San Jose de las Palmas	19.4138069, -99.2298355	738.9	738.9	4.4
131	Parish of Our Father	19.265789, -99.13153199999999	2596.1	2596.1	4.6
132	Mexico City Metropolitan Cathedral	19.4343942, -99.13308239999999	2322.7	2322.7	4.7
133	Church of San Bernardo	19.4308451, -99.1338559	1765.9	1765.9	4.4
134	Parroquia San Luis Gonzaga	19.3852275, -99.1287521	1780.8	1780.8	4.5
135	Parroquia de Las Llagas de Nuestro Señor Jesucristo	19.3939624, -99.1081134	1914.2	1914.2	4.3
136	Parroquia de Jesús Sacramentado	19.3446592, -99.135885	1932.1	1932.1	4.5
137	Parroquia de la Santísima Trinidad y Nuestra Señora del Refugio	19.4633533, -99.1338518	1741.1	1741.1	4.6
138	Santa Isabel Prima rectory of Holy Mary	19.3520665, -99.1077028	2266.6	2266.6	4.4
139	Parroquia San Salvador de las Flores	19.4567155, -99.1677608	1659.6	1659.6	4.5
140	Parroquia de la Santa Cruz de la Herradura	19.4178499, -99.2521639	1693.7	1693.7	4.6
141	Church of Our Lady of Lebanon Lebanese Maronite Order	19.3614933, -99.17551549999999	1506.2	1506.2	4.5
142	Parish St. John the Evangelist and Our Lady of Guadalupe	19.377579, -99.1817861	1264.1	1264.1	4.7
143	Parroquia Santa Eduwiges	19.473436, -99.17874169999999	1925.8	1925.8	4.4
144	Parroquia de San Josemaría Escrivá	19.3702778, -99.26055559999999	892.3	892.3	4.7
145	Regina Coeli parish	19.4279059, -99.1389415	1781.9	1781.9	4.4
146	Santa Veracruz Church, Mexico City	19.4367664, -99.1422544	1855.4	1855.4	4.2
147	Parroquía de la Divina Providencia	19.405143, -99.165639	1256.6	1256.6	4.6
148	Church of San Francisco	19.4335142, -99.1401466	1733.7	1733.7	4.7
149	Parroquia de San Fernando	19.4394444, -99.1486111	1667.0	1667.0	4.2
150	Nichos del Templo de Santa María de la Anunciación	19.3353743, -99.181451	1888.2	1888.2	4.5
151	Parroquia Francesa - Cristo Resucitado y Nuestra Señora de Lourdes	19.4351792, -99.2102851	1095.6	1095.6	4.7
152	SANTUARIO PARROQUIAL NUESTRA SEÑORA DE LOS ANGELES	19.4490513, -99.14180879999999	1798.5	1798.5	4.2
153	Parroquía de Santa Catarina	19.4409839, -99.13290599999999	1980.2	1980.2	4.3
154	Parroquia de Santa María Magdalena	19.4786485, -99.1455733	1993.5	1993.5	4.1
155	Iglesia San Jose Del Buen Consejo	19.3373073, -99.23792309999999	1491.7	1491.7	4.5
156	Iglesia De Coyoacan	19.348308, -99.16221069999999	1875.1	1875.1	4.7
157	San Pedro Apostol Church	19.2957593, -99.17704889999999	2193.8	2193.8	4.5
158	Parroquia De La Resurrección Del Señor	19.4513653, -99.08637329999999	2386.0	2386.0	4.4
159	Parroquia de San Matías Apóstol	19.3901044, -99.121135	2001.1	2001.1	4.4
160	Chapel of Animas	19.4349528, -99.1332757	2216.4	2216.4	4.5
