Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	3766.1	3766.1	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	4378.4	4378.4	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	3871.0	3871.0	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	3818.8	3818.8	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	3909.8	3909.8	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	3870.5	3870.5	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	3071.7	3071.7	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	3862.1	3862.1	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	3990.9	3990.9	4.7
10	Palacio de Bellas Artes	19.4352, -99.1412	3726.6	3726.6	4.8
11	Museo Dolores Olmedo	19.2656032, -99.1253409	1463.8	1463.8	4.7
12	Museo Franz Mayer	19.4369334, -99.14343400000001	3808.8	3808.8	4.6
13	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	3041.2	3041.2	4.5
14	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	3492.3	3492.3	4.5
15	Metro Museum	19.3752985, -99.1867425	3252.5	3252.5	4.4
16	University Museum Contemporary Art	19.3146858, -99.18540109999999	2435.0	2435.0	4.7
17	National Museum of Interventions	19.3550024, -99.14879499999999	2968.7	2968.7	4.6
18	Museo de la Charreria	19.4260403, -99.1372238	3430.9	3430.9	4.3
19	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	4088.6	4088.6	4.7
20	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2230.8	2230.8	4.7
21	Universum	19.3114346, -99.1805749	2584.3	2584.3	4.6
22	Museo Anahuacalli	19.3231754, -99.1439285	2661.0	2661.0	4.7
23	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	3813.6	3813.6	4.6
