Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1673.5	1673.5	4.8
2	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1536.7	1536.7	4.8
3	Templo Mayor Museum	19.4346038, -99.13188099999999	2359.8	2359.8	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1477.0	1477.0	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1637.3	1637.3	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1348.9	1348.9	4.7
7	Museo de Cera	19.4285278, -99.15708079999999	1346.9	1346.9	4.6
8	Frida Kahlo Museum	19.3551806, -99.1624636	2580.9	2580.9	4.5
9	Memory and Tolerance Museum	19.4343297, -99.1413247	1469.3	1469.3	4.7
10	Museum of light	19.4362372, -99.1299945	1629.2	1629.2	4.5
11	Museo Dolores Olmedo	19.2656032, -99.1253409	3973.7	3973.7	4.7
12	Metro Museum	19.3752985, -99.1867425	2271.0	2271.0	4.4
13	University Museum Contemporary Art	19.3146858, -99.18540109999999	3341.9	3341.9	4.7
14	Museo Franz Mayer	19.4369334, -99.14343400000001	1430.2	1430.2	4.6
15	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1881.5	1881.5	4.5
16	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	2543.3	2543.3	4.5
17	Museo de la Charreria	19.4260403, -99.1372238	1770.4	1770.4	4.3
18	Museo Nacional del Virreinato	19.7132656, -99.2217286	2827.6	2827.6	4.7
19	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2102.7	2102.7	4.1
20	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	3573.2	3573.2	4.7
21	Palacio de Bellas Artes	19.4352, -99.1412	1524.8	1524.8	4.8
22	National Museum of Interventions	19.3550024, -99.14879499999999	2738.0	2738.0	4.6
23	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1952.8	1952.8	4.7
24	Universum	19.3114346, -99.1805749	3566.6	3566.6	4.6
25	Museo Anahuacalli	19.3231754, -99.1439285	3166.9	3166.9	4.7
26	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1614.6	1614.6	4.6
27	Former College of San Ildefonso	19.436341, -99.1308634	1704.0	1704.0	4.7
28	Museo de Historia Natural	19.409833, -99.20151899999999	2287.4	2287.4	4.7
29	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1104.7	1104.7	4.6
30	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1813.8	1813.8	4.2
31	Estanquillo Museum	19.4332695, -99.1361618	1724.6	1724.6	4.6
32	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1530.5	1530.5	4.8
33	Museum of El Carmen	19.3453961, -99.1899237	2860.3	2860.3	4.7
34	Papalote Museo del Niño	19.4116523, -99.1947372	2003.1	2003.1	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1788.1	1788.1	4.5
36	Arte Carrillo Gil Museum	19.3494444, -99.1902778	2672.9	2672.9	4.5
37	Museo del Chocolate	19.4294462, -99.1572271	1334.8	1334.8	4.5
38	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1555.2	1555.2	4.4
39	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1493.0	1493.0	4.5
40	The National Museum of San Carlos	19.4380689, -99.1520429	1276.2	1276.2	4.6
41	Museo Jumex	19.4404568, -99.20359330000001	1854.9	1854.9	4.6
42	Museo Experimental el Eco	19.4334736, -99.1611887	1280.0	1280.0	4.2
43	Museo Casa de Carranza	19.4311935, -99.163468	1304.3	1304.3	4.6
44	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2257.7	2257.7	4.4
45	MODO Museo del Objeto	19.4202297, -99.15907620000002	1517.5	1517.5	4.5
46	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2960.7	2960.7	4.4
