Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1481.5	1481.5	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	2267.1	2267.1	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1759.7	1759.7	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1707.5	1707.5	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1625.2	1625.2	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1759.2	1759.2	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	337.2	337.2	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	1750.8	1750.8	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	1879.6	1879.6	4.7
10	Museum of light	19.4362372, -99.1299945	1971.2	1971.2	4.5
11	Museo Franz Mayer	19.4369334, -99.14343400000001	1697.5	1697.5	4.6
12	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	306.7	306.7	4.5
13	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1381.0	1381.0	4.5
14	Metro Museum	19.3752985, -99.1867425	620.5	620.5	4.4
15	University Museum Contemporary Art	19.3146858, -99.18540109999999	1276.0	1276.0	4.7
16	Palacio de Bellas Artes	19.4352, -99.1412	1615.3	1615.3	4.8
17	National Museum of Interventions	19.3550024, -99.14879499999999	564.7	564.7	4.6
18	Museum of Man Tepexpan	19.6139084, -98.94735569999999	3864.5	3864.5	4.1
19	Museo de la Charreria	19.4260403, -99.1372238	1319.6	1319.6	4.3
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1977.3	1977.3	4.7
21	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	1559.0	1559.0	4.7
22	Museo Dolores Olmedo	19.2656032, -99.1253409	2101.6	2101.6	4.7
23	Universum	19.3114346, -99.1805749	1500.7	1500.7	4.6
24	Museo Anahuacalli	19.3231754, -99.1439285	1152.7	1152.7	4.7
25	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1702.3	1702.3	4.6
26	Museo de Historia Natural	19.409833, -99.20151899999999	1555.3	1555.3	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	1920.6	1920.6	4.7
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	2068.2	2068.2	4.6
29	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1472.0	1472.0	4.2
30	Estanquillo Museum	19.4332695, -99.1361618	1558.7	1558.7	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1621.0	1621.0	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	940.2	940.2	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	1385.9	1385.9	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	787.2	787.2	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1958.7	1958.7	4.5
36	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1554.6	1554.6	4.4
37	Museo del Chocolate	19.4294462, -99.1572271	1755.5	1755.5	4.5
38	The National Museum of San Carlos	19.4380689, -99.1520429	1942.6	1942.6	4.6
39	Museo Jumex	19.4404568, -99.20359330000001	1655.5	1655.5	4.6
40	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	1886.5	1886.5	4.5
41	National Museum of Popular Culture	19.3497158, -99.1610225	548.0	548.0	4.5
42	Museo Casa de Carranza	19.4311935, -99.163468	1795.5	1795.5	4.6
43	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2966.4	2966.4	4.4
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	1774.5	1774.5	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	1353.8	1353.8	4.4
46	Museo Experimental el Eco	19.4334736, -99.1611887	1815.4	1815.4	4.2
47	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1583.6	1583.6	4.7
48	Museo Universitario del Chopo	19.441993, -99.1567171	2109.0	2109.0	4.5
49	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	3721.3	3721.3	4.6
50	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1761.6	1761.6	4.2
51	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	4566.9	4566.9	4.1
52	Regional Art Museum	19.5019399, -99.2116346	2294.3	2294.3	4.5
53	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	611.4	611.4	4.6
54	House Museum of Memory Indómita	19.4276917, -99.1346883	1324.1	1324.1	4.5
55	Museo del Caracol	19.4190145, -99.1834349	1459.6	1459.6	4.6
56	MI Indian Museum	19.4519111, -99.13131849999999	2209.2	2209.2	4.5
57	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2979.2	2979.2	4.2
58	Museo Nacional de la Estampa	19.4370531, -99.1427154	1745.1	1745.1	4.5
59	New Fire Museum	19.3481804, -99.0914754	2077.7	2077.7	4.4
60	Museo ídolos del Esto	19.4378735, -99.16012979999999	2055.6	2055.6	3.8
61	Bosque de Chapultepec	19.4194815, -99.18945579999999	1628.9	1628.9	4.6
62	Parque Tezozómoc	19.4998595, -99.210754	2316.9	2316.9	4.4
63	Parque Bicentenario	19.4686896, -99.1972629	2740.5	2740.5	4.7
64	La Mexicana Park	19.3574615, -99.27052119999999	2252.9	2252.9	4.7
65	Parque Hundido	19.3782922, -99.17874719999999	863.6	863.6	4.6
66	Cerro de la Estrella National Park	19.3439269, -99.0914995	5795.6	5795.6	4.4
67	El Tepeyac National Park	19.5039634, -99.1078041	3007.8	3007.8	4.1
68	Parque Ecológico EHECATL	19.5943439, -99.0545412	3820.6	3820.6	4.5
69	Alameda Central	19.4357353, -99.1439486	1782.3	1782.3	4.6
70	Parque Naucalli	19.4930556, -99.24083329999999	1939.2	1939.2	4.4
71	parque rosendo	19.3842214, -99.1872569	959.8	959.8	3.3
72	Parque Lincoln	19.4298155, -99.1992389	1473.9	1473.9	4.6
73	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	1136.7	1136.7	4.5
74	Ehécatl Ecological Park	19.58903, -99.048645	3552.0	3552.0	4.4
75	Tlalpan National Park	19.2961412, -99.1931443	1514.9	1514.9	4.6
76	Parque España	19.4153363, -99.1711504	1519.4	1519.4	4.5
77	PARQUE MASAYOSHI OHIRA	19.3524417, -99.14218609999999	1156.1	1156.1	4.3
78	Parque El Batán	19.3327776, -99.2060024	1263.8	1263.8	4.3
79	Azcatl Paqui	19.4728199, -99.20634319999999	2070.4	2070.4	4.0
80	Parque Lineal	19.4422863, -99.19160680000002	2065.0	2065.0	3.9
81	María Enriqueta Park	19.39945, -99.16717609999999	1175.3	1175.3	4.3
82	Iztaccíhuatl "José Mariano Muciño" Park	19.390052, -99.1350654	850.3	850.3	4.3
83	Arboledas Park	19.3779458, -99.16237129999999	538.2	538.2	4.5
84	Alfonso Esparza Oteo Park	19.3895948, -99.177103	1007.8	1007.8	4.5
85	Recreativo Familiar Caneguin Park	19.4549443, -99.20543839999999	1726.0	1726.0	4.3
86	Tlaltecahuacan Park	19.5837198, -98.8791858	4308.9	4308.9	4.3
87	Parque Xicoténcatl	19.3563455, -99.15073989999999	558.8	558.8	4.3
88	Parque Acacias	19.3641186, -99.17407709999999	409.6	409.6	4.4
89	parque pantitlan	19.4152253, -99.05840859999999	1754.4	1754.4	3.8
90	Mariano Matamoros Park	19.3858723, -99.1303425	954.0	954.0	4.1
91	Huayamilpas Ecological Park	19.3242607, -99.1504593	1303.5	1303.5	4.0
92	Parque Hundido Bosque De Echegaray	19.49102, -99.2314205	1847.6	1847.6	4.4
93	Parque San Lorenzo	19.3760197, -99.1767507	761.9	761.9	4.5
94	Parque Patolli	19.3691968, -99.00818389999999	2360.1	2360.1	3.8
95	Parque Eco-Turistico Santa Maria Mazatla	19.4934502, -99.3927353	4114.8	4114.8	4.8
96	Parque Ecologico Tarango	19.3468874, -99.2513898	1881.2	1881.2	4.2
97	PUBLICO "PEDRO PLASCENCIA SALINAS" Park	19.4363133, -99.17536229999999	1848.7	1848.7	4.2
98	San Simón Ticumac Park	19.3747984, -99.1430946	844.2	844.2	4.1
99	Jesus Galindo y Villa Park	19.4128475, -99.09797669999999	1162.6	1162.6	4.4
100	Jardín del Arte (Parque Tlacoquemécatl)	19.3786085, -99.17170829999999	712.0	712.0	4.4
101	American Park	19.4340768, -99.1966547	1626.5	1626.5	4.5
102	ACTEAL Park	19.4129173, -99.0681393	1601.2	1601.2	4.0
103	Cañitas Park	19.4534696, -99.17757569999999	2244.3	2244.3	4.1
104	Parque ecológico Presa Tarango	19.3606403, -99.2150303	1324.3	1324.3	4.1
105	Parque Pombo	19.3925015, -99.1834274	1004.3	1004.3	4.3
106	Cumbres del Ajusco National Park	19.1645013, -99.2922823	5300.2	5300.2	4.6
