Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	411.9	411.9	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	1630.7	1630.7	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	882.4	882.4	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	782.2	782.2	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	375.7	375.7	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	535.8	535.8	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	1464.0	1464.0	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	439.0	439.0	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	656.2	656.2	4.7
10	Palacio de Bellas Artes	19.4352, -99.1412	711.7	711.7	4.8
11	Museum of light	19.4362372, -99.1299945	1211.3	1211.3	4.5
12	Museo Dolores Olmedo	19.2656032, -99.1253409	2772.6	2772.6	4.7
13	Museo Franz Mayer	19.4369334, -99.14343400000001	721.9	721.9	4.6
14	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1426.4	1426.4	4.5
15	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	999.1	999.1	4.5
16	Metro Museum	19.3752985, -99.1867425	1154.1	1154.1	4.4
17	University Museum Contemporary Art	19.3146858, -99.18540109999999	2140.8	2140.8	4.7
18	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2519.4	2519.4	4.1
19	National Museum of Interventions	19.3550024, -99.14879499999999	1621.1	1621.1	4.6
20	Museo de la Charreria	19.4260403, -99.1372238	789.0	789.0	4.3
21	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1216.9	1216.9	4.7
22	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2620.0	2620.0	4.7
23	Universum	19.3114346, -99.1805749	2365.5	2365.5	4.6
24	Museo Anahuacalli	19.3231754, -99.1439285	2185.5	2185.5	4.7
