Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1669.9	1669.9	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	3128.1	3128.1	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	2590.3	2590.3	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	2490.1	2490.1	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1813.6	1813.6	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	2243.7	2243.7	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	1651.6	1651.6	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	1985.1	1985.1	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	2364.1	2364.1	4.7
10	Palacio de Bellas Artes	19.4352, -99.1412	2405.4	2405.4	4.8
11	Museum of light	19.4362372, -99.1299945	2832.2	2832.2	4.5
12	Museo Franz Mayer	19.4369334, -99.14343400000001	2429.8	2429.8	4.6
13	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	1614.0	1614.0	4.5
14	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	2242.0	2242.0	4.5
15	Metro Museum	19.3752985, -99.1867425	1341.7	1341.7	4.4
16	University Museum Contemporary Art	19.3146858, -99.18540109999999	2315.8	2315.8	4.7
17	National Museum of Interventions	19.3550024, -99.14879499999999	1808.7	1808.7	4.6
18	Museum of Man Tepexpan	19.6139084, -98.94735569999999	4013.9	4013.9	4.1
19	Museo de la Charreria	19.4260403, -99.1372238	2201.5	2201.5	4.3
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	2838.3	2838.3	4.7
21	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	2514.9	2514.9	4.7
22	Museo Dolores Olmedo	19.2656032, -99.1253409	2667.5	2667.5	4.7
23	Universum	19.3114346, -99.1805749	2465.1	2465.1	4.6
24	Museo Anahuacalli	19.3231754, -99.1439285	2386.7	2386.7	4.7
25	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	2563.3	2563.3	4.6
26	Museo de Historia Natural	19.409833, -99.20151899999999	1172.3	1172.3	4.7
27	Former College of San Ildefonso	19.436341, -99.1308634	2861.1	2861.1	4.7
28	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	2234.7	2234.7	4.6
29	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	2188.4	2188.4	4.2
30	Estanquillo Museum	19.4332695, -99.1361618	2419.7	2419.7	4.6
31	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	2411.1	2411.1	4.8
32	Museum of El Carmen	19.3453961, -99.1899237	1832.4	1832.4	4.7
33	Papalote Museo del Niño	19.4116523, -99.1947372	1298.4	1298.4	4.5
34	Arte Carrillo Gil Museum	19.3494444, -99.1902778	1645.0	1645.0	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	2819.7	2819.7	4.5
36	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1743.0	1743.0	4.4
37	Museo del Chocolate	19.4294462, -99.1572271	2030.2	2030.2	4.5
38	The National Museum of San Carlos	19.4380689, -99.1520429	2204.7	2204.7	4.6
39	Museo Jumex	19.4404568, -99.20359330000001	1743.5	1743.5	4.6
40	Diego Rivera Mural Museum	19.4360279, -99.14693349999999	2492.6	2492.6	4.5
41	Museo Experimental el Eco	19.4334736, -99.1611887	1994.1	1994.1	4.2
42	Museo Casa de Carranza	19.4311935, -99.163468	1941.7	1941.7	4.6
43	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	3920.1	3920.1	4.4
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	1987.1	1987.1	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2587.8	2587.8	4.4
46	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	2373.7	2373.7	4.7
47	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	3887.8	3887.8	4.6
48	Museo Universitario del Chopo	19.441993, -99.1567171	2228.0	2228.0	4.5
49	Regional Art Museum	19.5019399, -99.2116346	2482.7	2482.7	4.5
50	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1906.4	1906.4	4.2
51	Regional Museum Altepepialcalli	19.1925056, -99.02178889999999	5301.2	5301.2	4.1
52	House Museum of Memory Indómita	19.4276917, -99.1346883	2185.1	2185.1	4.5
53	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	1825.3	1825.3	4.6
54	MI Indian Museum	19.4519111, -99.13131849999999	2690.2	2690.2	4.5
55	Museo del Caracol	19.4190145, -99.1834349	1555.3	1555.3	4.6
56	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	3170.5	3170.5	4.2
57	Museo Nacional de la Estampa	19.4370531, -99.1427154	2324.9	2324.9	4.5
58	Museum Tepexpan	19.613865, -98.947688	4014.6	4014.6	4.1
59	New Fire Museum	19.3481804, -99.0914754	3311.7	3311.7	4.4
60	Museo ídolos del Esto	19.4378735, -99.16012979999999	2168.5	2168.5	3.8
61	Bosque de Chapultepec	19.4194815, -99.18945579999999	1817.3	1817.3	4.6
62	Parque Tezozómoc	19.4998595, -99.210754	2505.3	2505.3	4.4
63	Parque Bicentenario	19.4686896, -99.1972629	2928.9	2928.9	4.7
64	La Mexicana Park	19.3574615, -99.27052119999999	1028.2	1028.2	4.7
65	Parque Hundido	19.3782922, -99.17874719999999	1323.5	1323.5	4.6
66	Cerro de la Estrella National Park	19.3439269, -99.0914995	7029.6	7029.6	4.4
67	Espejo de los Lirios Park	19.651843, -99.21830179999999	3547.0	3547.0	4.3
68	Parque Ecológico EHECATL	19.5943439, -99.0545412	3987.1	3987.1	4.5
69	Alameda Central	19.4357353, -99.1439486	2388.4	2388.4	4.6
70	El Tepeyac National Park	19.5039634, -99.1078041	3174.3	3174.3	4.1
71	Parque Naucalli	19.4930556, -99.24083329999999	2127.6	2127.6	4.4
72	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	947.8	947.8	4.5
73	parque rosendo	19.3842214, -99.1872569	1111.4	1111.4	3.3
74	Parque Lincoln	19.4298155, -99.1992389	1679.0	1679.0	4.6
75	Ehécatl Ecological Park	19.58903, -99.048645	3718.5	3718.5	4.4
76	Tlalpan National Park	19.2961412, -99.1931443	1982.4	1982.4	4.6
77	Parque España	19.4153363, -99.1711504	1617.6	1617.6	4.5
78	PARQUE MASAYOSHI OHIRA	19.3524417, -99.14218609999999	2390.1	2390.1	4.3
79	Parque El Batán	19.3327776, -99.2060024	1735.9	1735.9	4.3
