Id 	 Nombre de Lugar 	 Coordenadas 	 Tiempo Traslado 	 Tiempo Total (Weight) 	 Rating (Profit) 

1	Museo Nacional de Antropología	19.4260032, -99.1862786	1643.7	1643.7	4.8
2	Templo Mayor Museum	19.4346038, -99.13188099999999	2330.0	2330.0	4.8
3	Museo Nacional De Arte (MUNAL)	19.4363712, -99.1397023	1506.9	1506.9	4.8
4	Interactive Museum of Economics	19.4353495, -99.13836459999999	1447.2	1447.2	4.6
5	Museo de Arte Moderno	19.4228316, -99.1797258	1607.5	1607.5	4.6
6	Museo de Arte Popular	19.433958, -99.1462631	1319.1	1319.1	4.7
7	Frida Kahlo Museum	19.3551806, -99.1624636	2551.1	2551.1	4.5
8	Museo de Cera	19.4285278, -99.15708079999999	1317.1	1317.1	4.6
9	Memory and Tolerance Museum	19.4343297, -99.1413247	1439.5	1439.5	4.7
10	Museum of light	19.4362372, -99.1299945	1609.7	1609.7	4.5
11	Museo Franz Mayer	19.4369334, -99.14343400000001	1400.4	1400.4	4.6
12	Museo Casa de León Trotsky	19.3576107, -99.15932459999999	2513.5	2513.5	4.5
13	Museo de la Ciudad de Mexico	19.4292369, -99.1321387	1851.7	1851.7	4.5
14	Metro Museum	19.3752985, -99.1867425	2241.2	2241.2	4.4
15	Palacio de Bellas Artes	19.4352, -99.1412	1495.0	1495.0	4.8
16	University Museum Contemporary Art	19.3146858, -99.18540109999999	3312.1	3312.1	4.7
17	Museum of Man Tepexpan	19.6139084, -98.94735569999999	2066.2	2066.2	4.1
18	Museo Nacional del Virreinato	19.7132656, -99.2217286	2723.9	2723.9	4.7
19	National Museum of Interventions	19.3550024, -99.14879499999999	2708.2	2708.2	4.6
20	Museo Nacional de las Culturas	19.4332126, -99.13039769999999	1889.0	1889.0	4.7
21	Museo de la Charreria	19.4260403, -99.1372238	1740.6	1740.6	4.3
22	Museo del Tiempo Tlalpan, A.C.	19.2885927, -99.16743029999999	3543.4	3543.4	4.7
23	Museo Dolores Olmedo	19.2656032, -99.1253409	3943.9	3943.9	4.7
24	Universum	19.3114346, -99.1805749	3536.8	3536.8	4.6
25	Museo Anahuacalli	19.3231754, -99.1439285	3137.1	3137.1	4.7
26	Palacio de la Escuela de Medicina	19.4379488, -99.1330325	1584.8	1584.8	4.6
27	Former College of San Ildefonso	19.436341, -99.1308634	1674.2	1674.2	4.7
28	Museo de Historia Natural	19.409833, -99.20151899999999	2257.6	2257.6	4.7
29	Museo del Instituto de Geología de la UNAM	19.4502641, -99.1578017	1074.9	1074.9	4.6
30	Toy Museum Old Mexico street Art	19.4153442, -99.1445236	1784.0	1784.0	4.2
31	Estanquillo Museum	19.4332695, -99.1361618	1694.8	1694.8	4.6
32	Museo Nacional de Arquitectura	19.4354995, -99.14118529999999	1500.7	1500.7	4.8
33	Museum of El Carmen	19.3453961, -99.1899237	2830.5	2830.5	4.7
34	Papalote Museo del Niño	19.4116523, -99.1947372	1973.3	1973.3	4.5
35	UNAM Museo de las Constituciones	19.4363673, -99.1294145	1758.3	1758.3	4.5
36	Museo del Chocolate	19.4294462, -99.1572271	1305.0	1305.0	4.5
37	Arte Carrillo Gil Museum	19.3494444, -99.1902778	2643.1	2643.1	4.5
38	Museo Tamayo Arte Contemporáneo	19.42572, -99.181716	1525.4	1525.4	4.4
39	The National Museum of San Carlos	19.4380689, -99.1520429	1246.4	1246.4	4.6
40	Museo Jumex	19.4404568, -99.20359330000001	1825.1	1825.1	4.6
41	National Museum of Popular Culture	19.3497158, -99.1610225	2754.8	2754.8	4.5
42	Museo Casa de Carranza	19.4311935, -99.163468	1274.5	1274.5	4.6
43	Natural History Museum of Ecatepec	19.5469044, -99.03670129999999	2221.2	2221.2	4.4
44	MODO Museo del Objeto	19.4202297, -99.15907620000002	1487.7	1487.7	4.5
45	Museum of Cultures By Iztapalapa Passion	19.3577118, -99.0875015	2975.1	2975.1	4.4
46	Museo Experimental el Eco	19.4334736, -99.1611887	1250.2	1250.2	4.2
47	Museo de la Torre Latinoamericana	19.433891, -99.14054399999999	1577.3	1577.3	4.7
48	Museo del Genoma Mesoamericano	19.5968081, -99.0519692	1940.1	1940.1	4.6
49	Museo Universitario del Chopo	19.441993, -99.1567171	997.6	997.6	4.5
50	Regional Art Museum	19.5019399, -99.2116346	983.9	983.9	4.5
51	Museo Universitario de Ciencias y Artes (MUCA) Roma	19.4190404, -99.1629921	1584.6	1584.6	4.2
52	Alfredo Guati Rojo National Watercolor Museum	19.348631, -99.17707	2724.8	2724.8	4.6
53	House Museum of Memory Indómita	19.4276917, -99.1346883	1762.2	1762.2	4.5
54	Museo del Caracol	19.4190145, -99.1834349	1655.9	1655.9	4.6
55	MI Indian Museum	19.4519111, -99.13131849999999	1378.9	1378.9	4.5
56	Museum Adolfo Lopez Mateos	19.5631838, -99.248143	2013.0	2013.0	4.2
57	Museo Nacional de la Estampa	19.4370531, -99.1427154	1295.5	1295.5	4.5
58	New Fire Museum	19.3481804, -99.0914754	3841.7	3841.7	4.4
59	Museo ídolos del Esto	19.4378735, -99.16012979999999	1107.8	1107.8	3.8
60	Museo Nacional de Historia, Castillo de Chapultepec	19.4204791, -99.1818236	1603.5	1603.5	4.5
61	Bosque de Chapultepec	19.4194815, -99.18945579999999	2207.8	2207.8	4.6
62	Parque Tezozómoc	19.4998595, -99.210754	1006.5	1006.5	4.4
63	Parque Bicentenario	19.4686896, -99.1972629	1879.9	1879.9	4.7
64	La Mexicana Park	19.3574615, -99.27052119999999	2840.3	2840.3	4.7
65	Parque Hundido	19.3782922, -99.17874719999999	2279.1	2279.1	4.6
66	Cerro de la Estrella National Park	19.3439269, -99.0914995	7559.6	7559.6	4.4
67	Espejo de los Lirios Park	19.651843, -99.21830179999999	2436.8	2436.8	4.3
68	El Tepeyac National Park	19.5039634, -99.1078041	1335.5	1335.5	4.1
69	Parque Ecológico EHECATL	19.5943439, -99.0545412	2039.4	2039.4	4.5
70	Alameda Central	19.4357353, -99.1439486	1359.0	1359.0	4.6
71	Parque Naucalli	19.4930556, -99.24083329999999	1908.8	1908.8	4.4
72	SEMARNAT Bioparque San Antonio	19.3865189, -99.1963827	2481.8	2481.8	4.5
73	parque rosendo	19.3842214, -99.1872569	2329.5	2329.5	3.3
74	Parque Lincoln	19.4298155, -99.1992389	1930.0	1930.0	4.6
75	Esculturas Park	19.65598, -99.2044432	2567.9	2567.9	4.4
76	Ehécatl Ecological Park	19.58903, -99.048645	1770.8	1770.8	4.4
77	Tlalpan National Park	19.2961412, -99.1931443	3258.8	3258.8	4.6
78	Parque España	19.4153363, -99.1711504	1676.7	1676.7	4.5
79	PARQUE MASAYOSHI OHIRA	19.3524417, -99.14218609999999	3199.8	3199.8	4.3
80	Parque El Batán	19.3327776, -99.2060024	2817.1	2817.1	4.3
81	Azcatl Paqui	19.4728199, -99.20634319999999	1699.3	1699.3	4.0
82	Parque Lineal	19.4422863, -99.19160680000002	1870.6	1870.6	3.9
83	María Enriqueta Park	19.39945, -99.16717609999999	1885.0	1885.0	4.3
84	Iztaccíhuatl "José Mariano Muciño" Park	19.390052, -99.1350654	2314.9	2314.9	4.3
85	Arboledas Park	19.3779458, -99.16237129999999	2449.5	2449.5	4.5
86	Alfonso Esparza Oteo Park	19.3895948, -99.177103	2150.0	2150.0	4.5
87	Recreativo Familiar Caneguin Park	19.4549443, -99.20543839999999	1837.0	1837.0	4.3
88	Tlaltecahuacan Park	19.5837198, -98.8791858	3537.2	3537.2	4.3
89	Parque Xicoténcatl	19.3563455, -99.15073989999999	2702.3	2702.3	4.3
90	Parque Acacias	19.3641186, -99.17407709999999	2587.3	2587.3	4.4
